id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	nb_snp	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	commande	Notes	CO_NCO
23	WT12	1500	SK1-MLH3	12	4	521406	524808	525412	525682	523107	525547	(2:6)_(4:4aCO)	2_nonsis	605	2440	4275	2	2440	604	4276	521406_525412	524808_525682	525412_546618	525682_551387	3	1	16	1	1	0	1	2	1	0	524327	                      graph_bin_annot3(4,520000,526000,c(1,2,5,6))	NA	CO
24	WT12	1500	SK1-MLH3	12	4	546618	551387	546618	551387	547810.5	550194.5	(4:4aCO)	2_nonsis	0	2384	4768	1	0	0	0	546618	551387	1268901	1269967	0	1	100	1	1	0	1	1	0	0	549003	                      graph_bin_annot3(4,545000,552000,c(1,2,3,4))	NA	CO
33	WT12	1500	SK1-MLH3	12	5	211770	211987	212901	213076	211878.5	212988.5	06:02	1	915	1110	1305	1	1110	914	1306	211770_212901	211987_213076	212901_234945	213076_235495	10	1	10	1	0	1	1	1	1	1	212434	                      graph_bin_annot3(5,210000,214000,c(1,2))	NA	NCO
38	WT12	1500	SK1-MLH3	12	5	564304	564403	564406	564461	564353.5	564433.5	02:06	1	4	80	156	1	80	3	157	564304_564406	564403_564461	564406_568423	564461_576874	2	1	10.1	1	0	1	1	1	1	1	564394	                      graph_bin_annot3(5,563000,565000,c(5,6))	NA	NCO
37	WT12	1500	SK1-MLH3	12	5	561379	561524	561590	561858	561451.75	561723.75	02:06	1	67	272	478	1	272	66	479	561379_561590	561524_561858	561590_564304	561858_564403	7	1	10.1	1	0	1	1	1	1	1	561588	                      graph_bin_annot3(5,560000,562000,c(5,6))	NA	NCO
29	WT12	1500	SK1-MLH3	12	5	84939	86381	89860	90074	85660	89967	6:2_4:4_2:6	2_nonsis	3480	4307	5134	3	2809_811_687	                      1884_27_0	3734_1595_1374	84939_88265_88700_89860	86381_88673_89860_90074	88265_88700_89860_118141	88673_89860_90074_118209	12	3	30	1	0	1	1	2	2	1	87814	                      graph_bin_annot3(5,83000,91000,c(3,4,7,8))	NA	NCO
32	WT12	1500	SK1-MLH3	12	5	164225	164498	165030	165547	164361.5	165288.5	(6:2)_(4:4aCO)	2_nonsis	533	927	1321	2	927	532	1322	164225_165030	164498_165547	165030_211770	165547_211987	3	1	15	1	1	0	1	2	1	0	164825	                      graph_bin_annot3(5,163000,166000,c(1,2,5,6))	NA	CO
36	WT12	1500	SK1-MLH3	12	5	463157	464078	464494	467553	463617.5	466023.5	(6:2)_(4:4aCO)	2_nonsis	417	2406	4395	2	2406	416	4396	463157_464494	464078_467553	464494_561379	467553_561524	4	1	15	1	1	0	1	2	1	0	464821	                      graph_bin_annot3(5,462000,468000,c(1,2,7,8))	NA	CO
35	WT12	1500	SK1-MLH3	12	5	317218	317740	318309	321401	317479	319855	(2:6)_(4:4aCO)	2_nonsis	570	2376	4182	2	2376	569	4183	317218_318309	317740_321401	318309_463157	321401_464078	3	1	16	1	1	0	1	2	1	0	318667	                      graph_bin_annot3(5,316000,322000,c(3,4,7,8))	NA	CO
28	WT12	1500	SK1-MLH3	12	5	62547	62817	62817	62954	62681.75	62885.75	(0:8)_(4:4)	2_sis	1	204	406	0	204	0	407	62547_62817	62817_62954	62817_84939	62954_86381	1	0	1	2	0	2	2	2	2	2	62784	                      graph_bin_annot3(5,61000,63000,c(1,2,3,4))	NA	NCO
30	WT12	1500	SK1-MLH3	12	5	118141	118209	118209	118286	118175.25	118247.25	(0:8)_(4:4)	2_sis	1	72	144	0	72	0	145	118141_118209	118209_118286	118209_136024	118286_136509	1	0	1	2	0	2	2	2	2	2	118211	                      graph_bin_annot3(5,117000,119000,c(1,2,3,4))	NA	NCO
31	WT12	1500	SK1-MLH3	12	5	136024	136509	136509	136721	136266.75	136614.75	(0:8)_(4:4)	2_sis	1	348	696	0	348	0	697	136024_136509	136509_136721	136509_164225	136721_164498	1	0	1	2	0	2	2	2	2	2	136441	                      graph_bin_annot3(5,135000,137000,c(1,2,3,4))	NA	NCO
34	WT12	1500	SK1-MLH3	12	5	234945	235495	235495	237481	235220	236488	(4:4aCO)_(4:4CO)	2_nonsis	1	1268	2535	0	1268	0	2536	234945_235495	235495_237481	235495_317218	237481_317740	1	0	3	2	0	2	2	2	2	2	235854	                      graph_bin_annot3(5,233000,238000,c(1,2,3,4))	NA	NCO
40	WT12	1500	SK1-MLH3	12	6	202704	204006	204440	204894	203355	204667	06:02	1	435	1312	2189	1	1312	434	2190	202704_204440	204006_204894	204440_213825	204894_225899	2	1	10	1	0	1	1	1	1	1	204011	                      graph_bin_annot3(6,201000,205000,c(7,8))	NA	NCO
41	WT12	1500	SK1-MLH3	12	6	213825	225899	213825	225899	216844	222880	(4:4aCO)	2_nonsis	0	6036	12073	1	0	0	0	213825	225899	266889	270161	0	1	100	1	1	0	1	1	0	0	219862	                      graph_bin_annot3(6,212000,226000,c(3,4,5,6))	NA	CO
39	WT12	1500	SK1-MLH3	12	6	93280	94943	98835	98867	94111.25	98851.25	(6:2)_(4:4aCO)	4	3893	4740	5586	0	4740	3892	5587	93280_98835	94943_98867	98835_202704	98867_204006	37	0	2	2	1	1	2	3	2	1	96481	                      graph_bin_annot3(6,92000,99000)	NA	CO
45	WT12	1500	SK1-MLH3	12	7	146193	147686	148080	156057	146939.5	152068.5	06:02	1	395	5129	9863	1	5129	394	9864	146193_148080	147686_156057	148080_224584	156057_224983	2	1	10	1	0	1	1	1	1	1	149504	                      graph_bin_annot3(7,145000,157000,c(1,2))	NA	NCO
47	WT12	1500	SK1-MLH3	12	7	244125	245148	246459	247812	244636.5	247135.5	02:06	1	1312	2499	3686	1	2499	1311	3687	244125_246459	245148_247812	246459_468710	247812_471171	7	1	10.1	1	0	1	1	1	1	1	245886	                      graph_bin_annot3(7,243000,248000,c(7,8))	NA	NCO
53	WT12	1500	SK1-MLH3	12	7	783224	783979	786733	787089	783601.25	786911.25	02:06	1	2755	3310	3864	1	3310	2754	3865	783224_786733	783979_787089	786733_872261	787089_873389	15	1	10.1	1	0	1	1	1	1	1	785256	                      graph_bin_annot3(7,782000,788000,c(3,4))	NA	NCO
44	WT12	1500	SK1-MLH3	12	7	110518	110740	114170	114332	110629	114251	02:06	1	3431	3622	3813	1	3622	3430	3814	110518_114170	110740_114332	114170_146193	114332_147686	21	1	10.1	1	0	1	1	1	1	1	112440	                      graph_bin_annot3(7,109000,115000,c(7,8))	NA	NCO
48	WT12	1500	SK1-MLH3	12	7	468710	471171	471171	471870	469940.5	471520.5	(6:2)_(4:4aCO)	2_nonsis	1	1580	3159	2	1580	0	3160	468710_471171	471171_471870	471171_487937	471870_489481	1	1	15	1	1	0	1	2	1	0	470731	                      graph_bin_annot3(7,467000,472000,c(3,4,7,8))	NA	CO
55	WT12	1500	SK1-MLH3	12	7	904347	904835	908039	909046	904590.75	908542.75	(6:2)_(4:4aCO)	2_nonsis	3205	3952	4698	2	3952	3204	4699	904347_908039	904835_909046	908039_949596	909046_951500	15	1	15	1	1	0	1	2	1	0	906567	                      graph_bin_annot3(7,903000,910000,c(1,2,5,6))	NA	CO
50	WT12	1500	SK1-MLH3	12	7	605654	609325	610674	613788	607489.25	612231.25	(6:2)_(4:4aCO)	2_nonsis	1350	4742	8133	2	4742	1349	8134	605654_610674	609325_613788	610674_672695	613788_676517	9	1	15	1	1	0	1	2	1	0	609860	                      graph_bin_annot3(7,604000,614000,c(1,2,5,6))	NA	CO
46	WT12	1500	SK1-MLH3	12	7	224584	224983	226681	230207	224783.75	228443.75	(2:6)_(4:4aCO)	2_nonsis	1699	3660	5622	2	3660	1698	5623	224584_226681	224983_230207	226681_244125	230207_245148	12	1	16	1	1	0	1	2	1	0	226614	                      graph_bin_annot3(7,223000,231000,c(3,4,5,6))	NA	CO
51	WT12	1500	SK1-MLH3	12	7	672695	676517	679027	682394	674606.25	680710.25	(2:6)_(4:4aCO)	2_nonsis	2511	6104	9698	2	6104	2510	9699	672695_679027	676517_682394	679027_776502	682394_778066	5	1	16	1	1	0	1	2	1	0	677658	                      graph_bin_annot3(7,671000,683000,c(1,2,5,6))	NA	CO
54	WT12	1500	SK1-MLH3	12	7	872261	873389	872261	873389	872543	873107	(4:4aCO)	2_nonsis	0	564	1127	1	0	0	0	872261	873389	904347	904835	0	1	100	1	1	0	1	1	0	0	872825	                      graph_bin_annot3(7,871000,874000,c(3,4,7,8))	NA	CO
43	WT12	1500	SK1-MLH3	12	7	24075	25442	24075	25442	24417	25100	(4:4aCO)	2_nonsis	0	683	1366	1	0	0	0	24075	25442	110518	110740	0	1	100	1	1	0	1	1	0	0	24759	                      graph_bin_annot3(7,23000,26000,c(5,6,7,8))	NA	CO
49	WT12	1500	SK1-MLH3	12	7	487937	489481	487937	489481	488323	489095	(4:4aCO)	2_nonsis	0	772	1543	1	0	0	0	487937	489481	605654	609325	0	1	100	1	1	0	1	1	0	0	488709	                      graph_bin_annot3(7,486000,490000,c(1,2,5,6))	NA	CO
42	WT12	1500	SK1-MLH3	12	7	20785	20826	20826	20839	20805.5	20832.5	(0:8)_(4:4)	2_sis	1	27	53	0	27	0	54	20785_20826	20826_20839	20826_24075	20839_25442	1	0	1	2	0	2	2	2	2	2	20819	                      graph_bin_annot3(7,19000,21000,c(3,4,5,6))	NA	NCO
52	WT12	1500	SK1-MLH3	12	7	776502	778066	778066	778087	777284.25	778076.25	(0:8)_(4:4)	2_sis	1	792	1584	0	792	0	1585	776502_778066	778066_778087	778066_783224	778087_783979	1	0	1	2	0	2	2	2	2	2	777680	                      graph_bin_annot3(7,775000,779000,c(1,2,3,4))	NA	NCO
56	WT12	1500	SK1-MLH3	12	7	949596	951500	953718	953861	950547.75	953789.75	(0:8)_(2:6)_(4:4aCO)	3	2219	3242	4264	0	1356_1885	                      233_1642	2480_2128	949596_951733_953718	951500_952076_953861	951733_953718_1009948	952076_953861_1010218	13	0	2	2	1	1	2	2	1	1	952169	                      graph_bin_annot3(7,948000,954000,c(3,4,5,6,7,8))	NA	CO
57	WT12	1500	SK1-MLH3	12	7	1009948	1010218	1011503	1012781	1010083	1012142	(2:6)_(2:6a)_(4:4aCO)	3	1286	2059	2832	0	1354_704	                      1154_0	1555_1409	1009948_1011372_1011503	1010218_1011503_1012781	1011372_1011503_1068524	1011503_1012781_1068994	15	0	2	2	1	1	2	2	1	1	1011113	                      graph_bin_annot3(7,1008000,1013000,c(1,2,3,4,5,6))	NA	CO
221	WT12	1500	SK1-MLH3	12	7	1068524	1068994	1068994	1090940	1068759	1079967		1	0	11208	22415	0	0	NA	0	NA	NA	NA	NA	0	0	4	1	NA	NA	1	1	NA	NA	1074363	                        graph_bin_annot3(7,1067000,1091000)	NA	NCO
58	WT12	1500	SK1-MLH3	12	8	32029	32836	33167	34071	32432.75	33618.75	06:02	1	332	1186	2041	1	1186	331	2042	32029_33167	32836_34071	33167_66700	34071_67971	3	1	10	1	0	1	1	1	1	1	33026	                      graph_bin_annot3(8,31000,35000,c(7,8))	NA	NCO
64	WT12	1500	SK1-MLH3	12	8	339762	340175	341556	342138	339968.75	341846.75	06:02	1	1382	1878	2375	1	1878	1381	2376	339762_341556	340175_342138	341556_525401	342138_526004	9	1	10	1	0	1	1	1	1	1	340908	                      graph_bin_annot3(8,338000,343000,c(3,4))	NA	NCO
60	WT12	1500	SK1-MLH3	12	8	80006	80077	85218	92455	80041.5	88836.5	06:02	1	5142	8795	12448	1	8795	5141	12449	80006_85218	80077_92455	85218_121477	92455_137103	25	1	10	1	0	1	1	1	1	1	84439	                      graph_bin_annot3(8,79000,93000,c(1,2))	NA	NCO
65	WT12	1500	SK1-MLH3	12	8	525401	526004	526005	526309	525702.75	526156.75	02:06	1	2	454	907	1	454	1	908	525401_526005	526004_526309	526005_526309	526309_562643	2	1	10.1	1	0	1	1	1	1	1	525930	                      graph_bin_annot3(8,524000,527000,c(5,6))	NA	NCO
62	WT12	1500	SK1-MLH3	12	8	264180	267055	267055	278268	265617.5	272661.5	(6:2)_(4:4aCO)	2_nonsis	1	7044	14087	2	7044	0	14088	264180_267055	267055_278268	267055_324770	278268_328055	1	1	15	1	1	0	1	2	1	0	269140	                      graph_bin_annot3(8,263000,279000,c(5,6,7,8))	NA	CO
63	WT12	1500	SK1-MLH3	12	8	324770	328055	328271	329627	326412.75	328948.75	(2:6)_(4:4aCO)	2_nonsis	217	2536	4856	2	2536	216	4857	324770_328271	328055_329627	328271_339762	329627_340175	2	1	16	1	1	0	1	2	1	0	327681	                      graph_bin_annot3(8,323000,330000,c(1,2,3,4))	NA	CO
61	WT12	1500	SK1-MLH3	12	8	121477	137103	121477	137103	125384	133196	(4:4aCO)	2_nonsis	0	7812	15625	1	0	0	0	121477	137103	264180	267055	0	1	100	1	1	0	1	1	0	0	129290	                      graph_bin_annot3(8,120000,138000,c(3,4,5,6))	NA	CO
59	WT12	1500	SK1-MLH3	12	8	66700	67971	71788	71994	67335.25	71891.25	(2:6)_(6:2)_(2:6)_(6:2)_(4:4)_(6:2)_(4:4aCO)	2_nonsis	3818	4556	5293	7	2052_563_639_729_380_192	                      1209_76_0_231_153_0	2896_1050_1278_1227_607_384	66700_69180_69672_70230_71181_71610_71788	67971_69596_70230_70950_71457_71788_71994	69180_69672_70230_71181_71610_71788_80006	69596_70230_70950_71457_71788_71994_80077	18	3	20	1	1	0	2	2	1	1	69613	                      graph_bin_annot3(8,65000,72000,c(3,4,7,8))	NA	CO
222	WT12	1500	SK1-MLH3	12	8	12505	12613	12505	12613	12532	12586		NA	0	54	107	0	0	NA	0	NA	NA	NA	NA	0	0	4	1	NA	NA	1	1	NA	NA	12559	                        graph_bin_annot3(8,11000,13000)	NA	NCO
66	WT12	1500	SK1-MLH3	12	9	46211	46556	47931	48626	46383.5	48278.5	06:02	1	1376	1895	2414	1	1895	1375	2415	46211_47931	46556_48626	47931_49473	48626_51323	9	1	10	1	0	1	1	1	1	1	47331	                      graph_bin_annot3(9,45000,49000,c(3,4))	NA	NCO
71	WT12	1500	SK1-MLH3	12	9	310286	310412	311143	311953	310349	311548	02:06	1	732	1199	1666	1	1199	731	1667	310286_311143	310412_311953	311143_313898	311953_315075	8	1	10.1	1	0	1	1	1	1	1	310949	                      graph_bin_annot3(9,309000,312000,c(7,8))	NA	NCO
73	WT12	1500	SK1-MLH3	12	9	393280	393359	395469	395875	393319.75	395671.75	2:6_4:4_2:6_4:4_6:2	2_nonsis	2111	2352	2594	5	58_90_1078_471_656	                      0_28_912_240_344	115_152_1243_702_969	393280_393359_393423_394423_394906_395469	393359_393395_393511_394666_395125_395875	393359_393423_394423_394906_395469_431747	393395_393511_394666_395125_395875_439888	33	3	30	1	0	1	1	2	2	1	394496	                      graph_bin_annot3(9,392000,396000,c(3,4,7,8))	NA	NCO
68	WT12	1500	SK1-MLH3	12	9	131983	132304	132304	132615	132143.5	132459.5	(6:2)_(4:4aCO)	2_nonsis	1	316	631	2	316	0	632	131983_132304	132304_132615	132304_183552	132615_186615	1	1	15	1	1	0	1	2	1	0	132302	                      graph_bin_annot3(9,130000,133000,c(1,2,5,6))	NA	CO
70	WT12	1500	SK1-MLH3	12	9	278225	279154	279199	279526	278689.5	279362.5	(6:2)_(4:4aCO)	2_nonsis	46	673	1300	2	673	45	1301	278225_279199	279154_279526	279199_310286	279526_310412	2	1	15	1	1	0	1	2	1	0	279026	                      graph_bin_annot3(9,277000,280000,c(5,6,7,8))	NA	CO
69	WT12	1500	SK1-MLH3	12	9	183552	186615	188845	189195	185083.75	189019.75	(2:6)_(4:4aCO)	2_nonsis	2231	3936	5642	2	3936	2230	5643	183552_188845	186615_189195	188845_278225	189195_279154	4	1	16	1	1	0	1	2	1	0	187052	                      graph_bin_annot3(9,182000,190000,c(5,6,7,8))	NA	CO
72	WT12	1500	SK1-MLH3	12	9	313898	315075	313898	315075	314192.5	314780.5	(4:4aCO)	2_nonsis	0	588	1176	1	0	0	0	313898	315075	393280	393359	0	1	100	1	1	0	1	1	0	0	314487	                      graph_bin_annot3(9,312000,316000,c(3,4,7,8))	NA	CO
67	WT12	1500	SK1-MLH3	12	9	49473	51323	51323	51375	50398	51349	(0:8)_(4:4)	2_sis	1	951	1901	0	951	0	1902	49473_51323	51323_51375	51323_131983	51375_132304	1	0	1	2	0	2	2	2	2	2	50874	                      graph_bin_annot3(9,48000,52000,c(5,6,7,8))	NA	NCO
78	WT12	1500	SK1-MLH3	12	10	171627	171764	172660	175030	171695.25	173845.25	06:02	1	897	2150	3402	1	2150	896	3403	171627_172660	171764_175030	172660_270011	175030_270752	4	1	10	1	0	1	1	1	1	1	172770	                      graph_bin_annot3(10,170000,176000,c(5,6))	NA	NCO
79	WT12	1500	SK1-MLH3	12	10	270011	270752	270824	271118	270381.25	270971.25	(6:2)_(4:4aCO)	2_nonsis	73	590	1106	2	590	72	1107	270011_270824	270752_271118	270824_309480	271118_310656	2	1	15	1	1	0	1	2	1	0	270676	                      graph_bin_annot3(10,269000,272000,c(1,2,3,4))	NA	CO
82	WT12	1500	SK1-MLH3	12	10	512491	513875	513875	515737	513183	514806	(6:2)_(4:4aCO)	2_nonsis	1	1623	3245	2	1623	0	3246	512491_513875	513875_515737	513875_640514	515737_641298	1	1	15	1	1	0	1	2	1	0	513995	                      graph_bin_annot3(10,511000,516000,c(1,2,7,8))	NA	CO
80	WT12	1500	SK1-MLH3	12	10	309480	310656	311915	312403	310068	312159	(6:2)_(4:4aCO)	2_nonsis	1260	2091	2922	2	2091	1259	2923	309480_311915	310656_312403	311915_362316	312403_381644	8	1	15	1	1	0	1	2	1	0	311114	                      graph_bin_annot3(10,308000,313000,c(5,6,7,8))	NA	CO
76	WT12	1500	SK1-MLH3	12	10	59610	59946	60842	60959	59778.25	60900.25	(2:6)_(4:4aCO)	2_nonsis	897	1122	1348	2	1122	896	1349	59610_60842	59946_60959	60842_142307	60959_142535	10	1	16	1	1	0	1	2	1	0	60339	                      graph_bin_annot3(10,58000,61000,c(5,6,7,8))	NA	CO
77	WT12	1500	SK1-MLH3	12	10	142307	142535	147143	148061	142421	147602	(2:6)_(4:4aCO)	2_nonsis	4609	5181	5753	2	5181	4608	5754	142307_147143	142535_148061	147143_171627	148061_171764	29	1	16	1	1	0	1	2	1	0	145012	                      graph_bin_annot3(10,141000,149000,c(1,2,3,4))	NA	CO
75	WT12	1500	SK1-MLH3	12	10	35035	37925	35035	37925	35758	37202	(4:4aCO)	2_nonsis	0	1444	2889	1	0	0	0	35035	37925	59610	59946	0	1	100	1	1	0	1	1	0	0	36480	                      graph_bin_annot3(10,34000,38000,c(1,2,3,4))	NA	CO
81	WT12	1500	SK1-MLH3	12	10	362316	381644	362316	381644	367148	376812	(4:4aCO)	2_nonsis	0	9664	19327	1	0	0	0	362316	381644	512491	513875	0	1	100	1	1	0	1	1	0	0	371980	                      graph_bin_annot3(10,361000,382000,c(3,4,5,6))	NA	CO
74	WT12	1500	SK1-MLH3	12	10	28314	28332	28332	28401	28322.75	28366.75	(0:8)_(4:4)	2_sis	1	44	86	0	44	0	87	28314_28332	28332_28401	28332_35035	28401_37925	1	0	1	2	0	2	2	2	2	2	28345	                      graph_bin_annot3(10,27000,29000,c(3,4,5,6))	NA	NCO
83	WT12	1500	SK1-MLH3	12	10	640514	641298	642317	645026	640905.75	643671.75	(2:6)_(0:8)_(2:6)_(0:8)_(4:4)	2_sis	1020	2766	4511	0	860_30_134_1742	                      455_0_0_270	1266_60_267_3213	640514_641753_641780_641813_642317	641298_641780_641813_642047_645026	641753_641780_641813_642317_725020	641780_641813_642047_645026_745751	7	0	1	2	0	2	2	2	2	2	642289	                      graph_bin_annot3(10,639000,646000,c(3,4,7,8))	NA	NCO
90	WT12	1500	SK1-MLH3	12	11	522994	523718	523892	526428	523356	525160	(4:4aCO)_(6:2)_(4:4a)	2_nonsis	175	1804	3433	3	449_1355	                      0_0	898_2710	522994_523718_523892	523718_523892_526428	523718_523892_629063	523892_526428_630974	2	1	12	1	1	0	1	1	0	0	524258	                      graph_bin_annot3(11,521000,527000,c(1,2,5,6))	NA	CO
87	WT12	1500	SK1-MLH3	12	11	195507	195729	195980	196346	195618	196163	(6:2)_(4:4aCO)	2_nonsis	252	545	838	2	545	251	839	195507_195980	195729_196346	195980_378664	196346_378901	5	1	15	1	1	0	1	2	1	0	195891	                      graph_bin_annot3(11,194000,197000,c(5,6,7,8))	NA	CO
84	WT12	1500	SK1-MLH3	12	11	81758	81964	83901	83999	81861	83950	(6:2)_(4:4aCO)	2_nonsis	1938	2089	2240	2	2089	1937	2241	81758_83901	81964_83999	83901_98707	83999_99008	19	1	15	1	1	0	1	2	1	0	82906	                      graph_bin_annot3(11,80000,84000,c(3,4,7,8))	NA	CO
89	WT12	1500	SK1-MLH3	12	11	496826	499535	500262	500926	498180.25	500594.25	(6:2)_(4:4aCO)	2_nonsis	728	2414	4099	2	2414	727	4100	496826_500262	499535_500926	500262_522994	500926_523718	4	1	15	1	1	0	1	2	1	0	499387	                      graph_bin_annot3(11,495000,501000,c(1,2,5,6))	NA	CO
91	WT12	1500	SK1-MLH3	12	11	629063	630974	632117	632775	630018.25	632446.25	(6:2)_(4:4aCO)	2_nonsis	1144	2428	3711	2	2428	1143	3712	629063_632117	630974_632775	632117_658419	632775_666816	6	1	15	1	1	0	1	2	1	0	631232	                      graph_bin_annot3(11,628000,633000,c(1,2,7,8))	NA	CO
88	WT12	1500	SK1-MLH3	12	11	378664	378901	379650	380602	378782.25	380126.25	(2:6)_(4:4aCO)	2_nonsis	750	1344	1937	2	1344	749	1938	378664_379650	378901_380602	379650_496826	380602_499535	13	1	16	1	1	0	1	2	1	0	379454	                      graph_bin_annot3(11,377000,381000,c(3,4,5,6))	NA	CO
85	WT12	1500	SK1-MLH3	12	11	98707	99008	100445	101564	98857.5	101004.5	(2:6)_(4:4aCO)	2_nonsis	1438	2147	2856	2	2147	1437	2857	98707_100445	99008_101564	100445_101564	101564_103490	4	1	16	1	1	0	1	2	1	0	99931	                      graph_bin_annot3(11,97000,102000,c(1,2,7,8))	NA	CO
86	WT12	1500	SK1-MLH3	12	11	101564	103490	105188	105974	102527	105581	(2:6)_(4:4aCO)	2_nonsis	1699	3054	4409	2	3054	1698	4410	101564_105188	103490_105974	105188_195507	105974_195729	7	1	16	1	1	0	1	2	1	0	104054	                      graph_bin_annot3(11,100000,106000,c(5,6,7,8))	NA	CO
249	WT12	1500	SK1-MLH3	12	11	3393	3791	3393	3791	3493	3691		1	0	198	397	0	0	NA	0	NA	NA	NA	NA	0	0	4	1	NA	NA	1	1	NA	NA	3592	                        graph_bin_annot3(11,2000,4000)	NA	NCO
93	WT12	1500	SK1-MLH3	12	12	85632	86369	87687	88171	86000.75	87928.75	06:02	1	1319	1928	2538	1	1928	1318	2539	85632_87687	86369_88171	87687_152313	88171_160954	12	1	10	1	0	1	1	1	1	1	86965	                      graph_bin_annot3(12,84000,89000,c(5,6))	NA	NCO
100	WT12	1500	SK1-MLH3	12	12	704386	704622	705749	706112	704504.25	705930.25	02:06	1	1128	1426	1725	1	1426	1127	1726	704386_705749	704622_706112	705749_823338	706112_823388	15	1	10.1	1	0	1	1	1	1	1	705217	                      graph_bin_annot3(12,703000,707000,c(1,2))	NA	NCO
99	WT12	1500	SK1-MLH3	12	12	699895	700111	700111	700524	700003.25	700317.25	(6:2)_(4:4aCO)	2_nonsis	1	314	628	2	314	0	629	699895_700111	700111_700524	700111_704386	700524_704622	1	1	15	1	1	0	1	2	1	0	700160	                      graph_bin_annot3(12,698000,701000,c(5,6,7,8))	NA	CO
105	WT12	1500	SK1-MLH3	12	12	1025753	1027450	1028370	1031518	1026601.75	1029943.75	(6:2)_(4:4aCO)	2_nonsis	921	3342	5764	2	3342	920	5765	1025753_1028370	1027450_1031518	1028370_1058899	1031518_1078177	6	1	15	1	1	0	1	2	1	0	1028273	                      graph_bin_annot3(12,1024000,1032000,c(1,2,7,8))	NA	CO
96	WT12	1500	SK1-MLH3	12	12	271885	272263	275113	275969	272074	275541	(6:2)_(4:4aCO)	2_nonsis	2851	3467	4083	2	3467	2850	4084	271885_275113	272263_275969	275113_388273	275969_393214	13	1	15	1	1	0	1	2	1	0	273808	                      graph_bin_annot3(12,270000,276000,c(5,6,7,8))	NA	CO
95	WT12	1500	SK1-MLH3	12	12	229358	234144	236237	236638	231751.25	236437.25	(6:2)_(4:4aCO)	2_nonsis	2094	4686	7279	2	4686	2093	7280	229358_236237	234144_236638	236237_271885	236638_272263	18	1	15	1	1	0	1	2	1	0	234094	                      graph_bin_annot3(12,228000,237000,c(5,6,7,8))	NA	CO
103	WT12	1500	SK1-MLH3	12	12	837543	839568	840217	840287	838555.75	840251.75	(2:6)_(4:4aCO)	2_nonsis	650	1696	2743	2	1696	649	2744	837543_840217	839568_840287	840217_964507	840287_965342	10	1	16	1	1	0	1	2	1	0	839404	                      graph_bin_annot3(12,836000,841000,c(5,6,7,8))	NA	CO
102	WT12	1500	SK1-MLH3	12	12	834217	834613	835800	837543	834415.25	836671.25	(2:6)_(4:4aCO)	2_nonsis	1188	2256	3325	2	2256	1187	3326	834217_835800	834613_837543	835800_837543	837543_839568	10	1	16	1	1	0	1	2	1	0	835543	                      graph_bin_annot3(12,833000,838000,c(5,6,7,8))	NA	CO
104	WT12	1500	SK1-MLH3	12	12	964507	965342	964507	965342	964716	965133	(4:4aCO)	2_nonsis	0	417	834	1	0	0	0	964507	965342	1025753	1027450	0	1	100	1	1	0	1	1	0	0	964925	                      graph_bin_annot3(12,963000,966000,c(1,2,5,6))	NA	CO
92	WT12	1500	SK1-MLH3	12	12	38125	40119	38125	40119	38624	39620	(4:4aCO)	2_nonsis	0	996	1993	1	0	0	0	38125	40119	85632	86369	0	1	100	1	1	0	1	1	0	0	39122	                      graph_bin_annot3(12,37000,41000,c(3,4,7,8))	NA	CO
97	WT12	1500	SK1-MLH3	12	12	388273	393214	388273	393214	389508.5	391978.5	(4:4aCO)	2_nonsis	0	2470	4940	1	0	0	0	388273	393214	535753	535963	0	1	100	1	1	0	1	1	0	0	390744	                      graph_bin_annot3(12,387000,394000,c(1,2,3,4))	NA	CO
94	WT12	1500	SK1-MLH3	12	12	152313	160954	152313	160954	154473.5	158793.5	(4:4aCO)	2_nonsis	0	4320	8640	1	0	0	0	152313	160954	229358	234144	0	1	100	1	1	0	1	1	0	0	156634	                      graph_bin_annot3(12,151000,161000,c(1,2,5,6))	NA	CO
101	WT12	1500	SK1-MLH3	12	12	823338	823388	823388	823394	823363	823391	(0:8)_(4:4)	2_sis	1	28	55	0	28	0	56	823338_823388	823388_823394	823388_834217	823394_834613	1	0	1	2	0	2	2	2	2	2	823377	                      graph_bin_annot3(12,822000,824000,c(1,2,7,8))	NA	NCO
98	WT12	1500	SK1-MLH3	12	12	535753	535963	537242	538387	535858.25	537814.25	(6:2)_(4:4aCO)_(4:4CO)	2_nonsis	1280	1956	2633	0	1283_674	                      1159_82	1407_1265	535753_537122_537242	535963_537160_538387	537122_537242_699895	537160_538387_700111	12	0	3	2	0	2	2	2	2	2	536836	                      graph_bin_annot3(12,534000,539000,c(5,6,7,8))	NA	NCO
115	WT12	1500	SK1-MLH3	12	13	757281	758570	759082	761318	757925.75	760199.75	06:02	1	513	2274	4036	1	2274	512	4037	757281_759082	758570_761318	759082_796401	761318_796580	2	1	10	1	0	1	1	1	1	1	759063	                      graph_bin_annot3(13,756000,762000,c(7,8))	NA	NCO
