id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	CO_NCO	chromatids	len_min	len_mid	len_max	nb_seg	seg_len	seg_start	seg_stop	nb_snp	midpoint
105	mms4msh2_1	1500	mms4msh2	1	12	104678	109154	104678	109154	105797	108035	(4:4aCO)	CO	2_nonsis	0	2238	4475	1	0	109154	109154	0	104678
110	mms4msh2_1	1500	mms4msh2	1	12	388274	393215	388274	393215	389509.5	391979.5	(4:4aCO)	CO	2_nonsis	0	2470	4940	1	0	393215	563584	0	388274
56	mms4msh2_1	1500	mms4msh2	1	7	634961	640436	634961	640436	636330	639067	(4:4aCO)	CO	2_nonsis	0	2737	5474	1	0	640436	699076	0	634961
157	mms4msh2_1	1500	mms4msh2	1	16	816540	822293	816540	822293	817978.5	820854.5	(4:4aCO)	CO	2_nonsis	0	2876	5752	1	0	822293	919042	0	816540
150	mms4msh2_1	1500	mms4msh2	1	16	152471	158237	152471	158237	153912.5	156795.5	(4:4aCO)	CO	2_nonsis	0	2883	5765	1	0	158237	256358	0	152471
95	mms4msh2_1	1500	mms4msh2	1	10	719586	727013	719586	727013	721443	725156	(4:4aCO)	CO	2_nonsis	0	3713	7426	1	0	727013	727118	0	719586
63	mms4msh2_1	1500	mms4msh2	1	8	267057	278270	267057	278270	269860.5	275466.5	(4:4aCO)	CO	2_nonsis	0	5606	11212	1	0	278270	330632	0	267057
57	mms4msh2_1	1500	mms4msh2	1	7	699076	722057	699076	722057	704821.5	716311.5	(4:4aCO)	CO	2_nonsis	0	11490	22980	1	0	722057	847635	0	699076
146	mms4msh2_1	1500	mms4msh2	1	15	559547	584082	559547	584082	565681	577948	(4:4aCO)	CO	2_nonsis	0	12267	24534	1	0	584082	745779	0	559547
148	mms4msh2_1	1500	mms4msh2	1	16	38493	38521	39840	40223	38506.75	40031.75	(6:2)_(2:6)_(4:4aCO)	CO	2_nonsis	1320	1525	1729	3	860.0_665.0	                      38521_39840_40223	38894_39840_87944	3	38493
6	mms4msh2_1	1500	mms4msh2	1	2	202299	202583	231840	235637	202440.75	233738.75	(6:2)_(2:6)_(4:4aCO)	CO	2_nonsis	29258	31298	33337	3	779.0_30519.0	                      202583_203485_235637	202955_231840_235637	41	202299
19	mms4msh2_1	1500	mms4msh2	1	4	99246	102764	123194	123740	101005	123467	(6:2)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	20431	22462	24493	4	2611.0_1285.0_18567.0	                      102764_103830_105020_123740	103401_104781_123194_123746	53	99246
7	mms4msh2_1	1500	mms4msh2	1	2	235637	236386	238454	238610	236011.25	238532.25	(2:6)_(0:8)_(2:6)_(4:4)_(2:6)_(4:4)	NCO	2_sis	2069	2521	2972	0	2103.0_13.0_49.0_13.0_343.0	                      236386_238116_238139_238188_238191_238610	238113_238116_238165_238188_238454_250317	15	235637
38	mms4msh2_1	1500	mms4msh2	1	4	1523057	1523100	1523100	1523157	1523078.5	1523128.5	(4:4aCO)_(4:4CO)	NCO	2_nonsis	1	50	99	0	50	                      1523100_1523157	1523100_1524246	1	1523057
51	mms4msh2_1	1500	mms4msh2	1	7	187379	187538	197471	197819	187458.25	197645.25	(6:2)_(4:4)_(6:2)_(4:4aCO)_(6:2a)_(4:4bCO)_(4:4cCO)	CO	4	9934	10187	10439	0	4388.0_1065.0_2630.0_90.0_1097.0_919.0	                      187538_192338_193483_195552_195698_196763_197819	191354_192338_195528_195561_196690_197471_199696	48	187379
133	mms4msh2_1	1500	mms4msh2	1	14	346762	346863	349874	350059	346812.5	349966.5	(6:2)_(4:4)_(6:2)_(4:4)_(6:2)_(4:4)_(4:4aCO)_(2:6)_(4:4CO)	NCO	2_nonsis	3012	3154	3296	0	57.0_630.0_69.0_1318.0_32.0_768.0_166.0_115.0	                      346863_346876_347519_347617_348897_348933_349814_349874_350059	346863_347480_347520_348876_348904_349558_349829_349874_358882	41	346762
162	mms4msh2_1	1500	mms4msh2	1	2	53812	54153	61068	61196	53982.25	61132.25	4:4_6:2	U	1	6916	7150	7383	0	0	NA	NA	16	53812
172	mms4msh2_1	1500	mms4msh2	1	2	757927	765793	801693	813184	770835.25	798463.25		U	1	0	27628	55256	0	0	NA	NA	0	757927
223	mms4msh2_1	1500	mms4msh2	1	7	1054418	1055704	1081269	1090940	1055060.75	1086104.75	2:6_2:6	U	NA	25566	31044	36521	0	0	NA	NA	178	1054418
224	mms4msh2_1	1500	mms4msh2	1	8	26946	27731	26946	27731	27142.5	27534.5		U	1	0	392	784	0	0	NA	NA	0	26946
231	mms4msh2_1	1500	mms4msh2	1	8	511334	511546	556005	562643	511440	559324	6:2_2:6	U	NA	44460	47884	51308	0	0	NA	NA	29	511334
282	mms4msh2_1	1500	mms4msh2	1	12	1058897	1064100	1064154	1078177	1061512	1071152		U	1	0	9640	19279	0	0	NA	NA	0	1058897
84	mms4msh2_2	1500	mms4msh2	2	9	38101	38467	39470	39475	38283.75	39472.75	6:2_4:4_6:2	NCO	1	1004	1189	1373	3	650.0_515.0_24.0	                      38467_39258_39470_39475	38609_39427_39470_46211	9	38101
178	mms4msh2_2	1500	mms4msh2	2	16	919299	920515	920886	921016	919907	920951	2:6_4:4_2:6	NCO	1	372	1044	1716	3	648.0_120.0_277.0	                      920515_920594_920754_921016	920515_920594_920886_942350	6	919299
103	mms4msh2_2	1500	mms4msh2	2	11	29987	30017	30924	31213	30001.75	31068.75	2:6_4:4_2:6	NCO	1	908	1067	1225	3	70.0_746.0_251.0	                      30017_30115_30918_31213	30029_30718_30924_62760	10	29987
27	mms4msh2_2	1500	mms4msh2	2	4	395765	396608	399142	399235	396186.5	399188.5	2:6_4:4_2:6	NCO	1	2535	3002	3469	3	1378.0_1405.0_219.0	                      396608_398521_399142_399235	396608_398797_399142_520813	4	395765
168	mms4msh2_2	1500	mms4msh2	2	16	17100	22695	26434	26592	19897.25	26513.25	2:6_4:4_2:6_4:4_2:6	NCO	1	3740	6616	9491	5	5637.0_623.0_56.0_36.0_264.0	                      22695_26114_26200_26222_26261_26592	24955_26114_26204_26237_26434_87944	35	17100
4	mms4msh2_2	1500	mms4msh2	2	2	47968	48458	72362	72392	48213	72377	2:6_4:4_2:6_4:4_2:6_4:4_2:6_4:4_2:6	NCO	1	23905	24164	24423	9	5883.0_113.0_433.0_103.0_4610.0_553.0_1501.0_217.0_10752.0	                      48458_54153_54264_54679_54810_59521_60294_61444_61807_72392	54039_54153_54604_54679_59188_59521_61373_61444_72362_207631	142	47968
44	mms4msh2_2	1500	mms4msh2	2	5	121077	121304	121304	121351	121190.5	121327.5	06:02	NCO	1	1	137	273	1	137	                      121304_121351	121304_132293	1	121077
88	mms4msh2_2	1500	mms4msh2	2	9	92966	92997	92998	93243	92981.5	93120.5	06:02	NCO	1	2	139	276	1	139	                      92997_93243	92998_95590	2	92966
124	mms4msh2_2	1500	mms4msh2	2	12	722449	722619	722619	722747	722534	722683	06:02	NCO	1	1	149	297	1	149	                      722619_722747	722619_822853	1	722449
78	mms4msh2_2	1500	mms4msh2	2	7	1010872	1011209	1011209	1011338	1011040.5	1011273.5	06:02	NCO	1	1	233	465	1	233	                      1011209_1011338	1011209_1069001	1	1010872
45	mms4msh2_2	1500	mms4msh2	2	5	132293	132567	132571	132767	132430	132669	06:02	NCO	1	5	239	473	1	239	                      132567_132767	132571_192111	3	132293
172	mms4msh2_2	1500	mms4msh2	2	16	373557	373638	373638	374058	373597.25	373848.25	06:02	NCO	1	1	251	500	1	251	                      373638_374058	373638_462933	1	373557
166	mms4msh2_2	1500	mms4msh2	2	15	987406	987544	987664	987919	987474.75	987791.75	06:02	NCO	1	121	317	512	1	317	                      987544_987919	987664_1063954	2	987406
66	mms4msh2_2	1500	mms4msh2	2	7	225764	226187	226187	226401	225975.25	226294.25	06:02	NCO	1	1	319	636	1	319	                      226187_226401	226187_295608	1	225764
8	mms4msh2_2	1500	mms4msh2	2	2	320583	320597	320597	321385	320590	320991	06:02	NCO	1	1	401	801	1	401	                      320597_321385	320597_406109	1	320583
11	mms4msh2_2	1500	mms4msh2	2	2	466289	466955	466955	467363	466622	467159	06:02	NCO	1	1	537	1073	1	537	                      466955_467363	466955_496214	1	466289
73	mms4msh2_2	1500	mms4msh2	2	7	797334	797781	797875	798404	797557.5	798139.5	06:02	NCO	1	95	582	1069	1	582	                      797781_798404	797875_883255	2	797334
6	mms4msh2_2	1500	mms4msh2	2	2	254906	255686	255686	256265	255295.75	255975.75	06:02	NCO	1	1	680	1358	1	680	                      255686_256265	255686_314197	1	254906
10	mms4msh2_2	1500	mms4msh2	2	2	440343	441413	441413	441716	440877.75	441564.75	06:02	NCO	1	1	687	1372	1	687	                      441413_441716	441413_466289	1	440343
96	mms4msh2_2	1500	mms4msh2	2	10	187779	188329	188643	188959	188054	188801	06:02	NCO	1	315	747	1179	1	747	                      188329_188959	188643_337597	3	187779
102	mms4msh2_2	1500	mms4msh2	2	10	697476	697644	697644	699011	697559.75	698327.75	06:02	NCO	1	1	768	1534	1	768	                      697644_699011	697644_727118	1	697476
142	mms4msh2_2	1500	mms4msh2	2	13	797687	798059	798592	798731	797872.75	798661.75	06:02	NCO	1	534	789	1043	1	789	                      798059_798731	798592_858032	8	797687
150	mms4msh2_2	1500	mms4msh2	2	14	478702	479346	479876	479913	479023.75	479894.75	06:02	NCO	1	531	871	1210	1	871	                      479346_479913	479876_536662	5	478702
67	mms4msh2_2	1500	mms4msh2	2	7	295608	296173	296173	297536	295890.5	296854.5	06:02	NCO	1	1	964	1927	1	964	                      296173_297536	296173_396953	1	295608
111	mms4msh2_2	1500	mms4msh2	2	11	401412	401744	401744	403391	401577.75	402567.75	06:02	NCO	1	1	990	1978	1	990	                      401744_403391	401744_472588	1	401412
47	mms4msh2_2	1500	mms4msh2	2	5	211986	212429	213243	213422	212207.5	213332.5	06:02	NCO	1	815	1125	1435	1	1125	                      212429_213422	213243_258665	3	211986
33	mms4msh2_2	1500	mms4msh2	2	4	815017	815535	815535	817565	815276	816550	06:02	NCO	1	1	1274	2547	1	1274	                      815535_817565	815535_836146	1	815017
30	mms4msh2_2	1500	mms4msh2	2	4	620106	620586	620586	623030	620346	621808	06:02	NCO	1	1	1462	2923	1	1462	                      620586_623030	620586_625248	1	620106
60	mms4msh2_2	1500	mms4msh2	2	6	242875	245471	245695	246126	244172.75	245910.75	06:02	NCO	1	225	1738	3250	1	1738	                      245471_246126	245695_253696	6	242875
91	mms4msh2_2	1500	mms4msh2	2	9	293205	296452	298824	300653	294828.5	299738.5	06:02	NCO	1	2373	4910	7447	1	4910	                      296452_300653	298824_300653	2	293205
53	mms4msh2_2	1500	mms4msh2	2	5	508527	508581	508581	508627	508554	508604	02:06	NCO	1	1	50	99	1	50	                      508581_508627	508581_522734	1	508527
43	mms4msh2_2	1500	mms4msh2	2	5	49751	49908	49908	49929	49829.5	49918.5	02:06	NCO	1	1	89	177	1	89	                      49908_49929	49908_121077	1	49751
114	mms4msh2_2	1500	mms4msh2	2	11	570477	570558	570586	570650	570517.25	570618.25	02:06	NCO	1	29	101	172	1	101	                      570558_570650	570586_574268	5	570477
86	mms4msh2_2	1500	mms4msh2	2	9	51323	51375	51375	51552	51348.75	51463.75	02:06	NCO	1	1	115	228	1	115	                      51375_51552	51375_85893	1	51323
115	mms4msh2_2	1500	mms4msh2	2	11	574268	574309	574309	574569	574288.25	574439.25	02:06	NCO	1	1	151	300	1	151	                      574309_574569	574309_578587	1	574268
77	mms4msh2_2	1500	mms4msh2	2	7	1000350	1000438	1000441	1000650	1000393.75	1000545.75	02:06	NCO	1	4	152	299	1	152	                      1000438_1000650	1000441_1010872	2	1000350
17	mms4msh2_2	1500	mms4msh2	2	3	74002	74202	74202	74327	74101.75	74264.75	02:06	NCO	1	1	163	324	1	163	                      74202_74327	74202_146418	1	74002
149	mms4msh2_2	1500	mms4msh2	2	14	426649	426747	426747	427091	426698	426919	02:06	NCO	1	1	221	441	1	221	                      426747_427091	426747_478702	1	426649
131	mms4msh2_2	1500	mms4msh2	2	13	79953	79968	79968	80397	79960.5	80182.5	02:06	NCO	1	1	222	443	1	222	                      79968_80397	79968_80403	1	79953
63	mms4msh2_2	1500	mms4msh2	2	7	79696	80095	80121	80304	79895.5	80212.5	02:06	NCO	1	27	317	607	1	317	                      80095_80304	80121_145661	2	79696
14	mms4msh2_2	1500	mms4msh2	2	2	666707	666844	666844	667384	666775.25	667114.25	02:06	NCO	1	1	339	676	1	339	                      666844_667384	666844_729542	1	666707
107	mms4msh2_2	1500	mms4msh2	2	11	185982	186165	186165	186673	186073.25	186419.25	02:06	NCO	1	1	346	690	1	346	                      186165_186673	186165_205125	1	185982
145	mms4msh2_2	1500	mms4msh2	2	14	33271	33734	33734	34072	33502.25	33903.25	02:06	NCO	1	1	401	800	1	401	                      33734_34072	33734_52658	1	33271
137	mms4msh2_2	1500	mms4msh2	2	13	416123	416273	416347	416928	416197.75	416637.75	02:06	NCO	1	75	440	804	1	440	                      416273_416928	416347_494952	3	416123
121	mms4msh2_2	1500	mms4msh2	2	12	568116	568430	568548	568919	568272.75	568733.75	02:06	NCO	1	119	461	802	1	461	                      568430_568919	568548_590162	3	568116
100	mms4msh2_2	1500	mms4msh2	2	10	570814	571241	571526	571568	571027.25	571547.25	02:06	NCO	1	286	520	753	1	520	                      571241_571568	571526_675276	3	570814
113	mms4msh2_2	1500	mms4msh2	2	11	513404	513768	513989	514311	513586	514150	02:06	NCO	1	222	564	906	1	564	                      513768_514311	513989_570477	3	513404
140	mms4msh2_2	1500	mms4msh2	2	13	556208	556758	556758	557357	556482.75	557057.75	02:06	NCO	1	1	575	1148	1	575	                      556758_557357	556758_622285	1	556208
29	mms4msh2_2	1500	mms4msh2	2	4	545399	546303	546323	546536	545850.75	546429.75	02:06	NCO	1	21	579	1136	1	579	                      546303_546536	546323_620106	2	545399
34	mms4msh2_2	1500	mms4msh2	2	4	836146	836354	836865	837030	836249.75	836947.75	02:06	NCO	1	512	698	883	1	698	                      836354_837030	836865_844671	5	836146
110	mms4msh2_2	1500	mms4msh2	2	11	381307	381334	381364	382695	381320.5	382029.5	02:06	NCO	1	31	709	1387	1	709	                      381334_382695	381364_401412	2	381307
1	mms4msh2_2	1500	mms4msh2	2	1	91174	91315	91939	92065	91244.25	92002.25	02:06	NCO	1	625	758	890	1	758	                      91315_92065	91939_93866	5	91174
76	mms4msh2_2	1500	mms4msh2	2	7	944687	944984	945210	945981	944835.5	945595.5	02:06	NCO	1	227	760	1293	1	760	                      944984_945981	945210_1000350	3	944687
157	mms4msh2_2	1500	mms4msh2	2	15	167933	168304	168304	169525	168118.5	168914.5	02:06	NCO	1	1	796	1591	1	796	                      168304_169525	168304_232192	1	167933
148	mms4msh2_2	1500	mms4msh2	2	14	412738	413296	413688	414012	413017	413850	02:06	NCO	1	393	833	1273	1	833	                      413296_414012	413688_426649	3	412738
128	mms4msh2_2	1500	mms4msh2	2	12	1062439	1064100	1064100	1064154	1063269.25	1064127.25	02:06	NCO	1	1	858	1714	1	858	                      1064100_1064154	1064100_1064154	1	1062439
105	mms4msh2_2	1500	mms4msh2	2	11	95379	96557	96557	97118	95967.75	96837.75	02:06	NCO	1	1	870	1738	1	870	                      96557_97118	96557_143736	1	95379
89	mms4msh2_2	1500	mms4msh2	2	9	95590	96860	96868	97661	96224.75	97264.75	02:06	NCO	1	9	1040	2070	1	1040	                      96860_97661	96868_267784	2	95590
56	mms4msh2_2	1500	mms4msh2	2	6	51603	52024	52648	53077	51813.5	52862.5	02:06	NCO	1	625	1049	1473	1	1049	                      52024_53077	52648_53077	2	51603
138	mms4msh2_2	1500	mms4msh2	2	13	494952	496720	496720	497248	495836	496984	02:06	NCO	1	1	1148	2295	1	1148	                      496720_497248	496720_553314	1	494952
13	mms4msh2_2	1500	mms4msh2	2	2	564634	565148	566056	566155	564890.75	566105.75	02:06	NCO	1	909	1215	1520	1	1215	                      565148_566155	566056_666707	10	564634
133	mms4msh2_2	1500	mms4msh2	2	13	144771	146108	146198	147350	145439.25	146774.25	02:06	NCO	1	91	1335	2578	1	1335	                      146108_147350	146198_205674	2	144771
82	mms4msh2_2	1500	mms4msh2	2	8	460867	462825	462825	463665	461846	463245	02:06	NCO	1	1	1399	2797	1	1399	                      462825_463665	462825_487814	1	460867
54	mms4msh2_2	1500	mms4msh2	2	5	522734	523174	524389	524883	522954	524636	02:06	NCO	1	1216	1682	2148	1	1682	                      523174_524883	524389_568479	8	522734
132	mms4msh2_2	1500	mms4msh2	2	13	80403	84058	84059	84233	82230.25	84146.25	02:06	NCO	1	2	1916	3829	1	1916	                      84058_84233	84059_144771	2	80403
170	mms4msh2_2	1500	mms4msh2	2	16	165212	165243	166773	167737	165227.25	167255.25	02:06	NCO	1	1531	2028	2524	1	2028	                      165243_167737	166773_344323	2	165212
50	mms4msh2_2	1500	mms4msh2	2	5	404313	407061	407660	407953	405686.75	407806.75	02:06	NCO	1	600	2120	3639	1	2120	                      407061_407953	407660_409166	4	404313
156	mms4msh2_2	1500	mms4msh2	2	15	35914	39865	40439	40512	37889.5	40475.5	02:06	NCO	1	575	2586	4597	1	2586	                      39865_40512	40439_167933	7	35914
167	mms4msh2_2	1500	mms4msh2	2	15	1063954	1073693	1073693	1074057	1068823.25	1073875.25	02:06	NCO	1	1	5052	10102	1	5052	                      1073693_1074057	1073693_1078160	1	1063954
55	mms4msh2_2	1500	mms4msh2	2	6	6045	6181	6181	30510	6112.75	18345.75	02:06	NCO	1	1	12233	24464	1	12233	                      6181_30510	6181_51603	1	6045
65	mms4msh2_2	1500	mms4msh2	2	7	219738	219922	223953	224034	219829.75	223993.75	6:2_4:4_6:2_4:4_6:2_4:4_2:6	NCO	2_nonsis	4032	4164	4295	7	194.0_415.0_2226.0_630.0_122.0_279.0_299.0	                      219922_220126_220752_223278_223308_223524_223866_224034	219922_220126_222051_223280_223308_223524_223953_225764	14	219738
127	mms4msh2_2	1500	mms4msh2	2	12	1043282	1043664	1043699	1043882	1043472.75	1043790.75	(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	36	318	599	3	208.0_110.0	                      1043664_1043698_1043882	1043664_1043699_1062439	3	1043282
141	mms4msh2_2	1500	mms4msh2	2	13	622285	623347	624296	624518	622816	624407	(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	950	1591	2232	3	791.0_800.0	                      623347_623867_624518	623347_624296_797687	3	622285
20	mms4msh2_2	1500	mms4msh2	2	3	238078	238721	239511	240603	238399.25	240057.25	(6:2)_(4:4)_(4:4aCO)	CO	2_nonsis	791	1658	2524	3	457.0_1201.0	                      238721_238991_240603	238721_239511_308400	5	238078
7	mms4msh2_2	1500	mms4msh2	2	2	314197	315655	316923	318192	314925.75	317557.75	(6:2)_(4:4)_(4:4aCO)	CO	2_nonsis	1269	2632	3994	3	1155.0_1477.0	                      315655_316150_318192	316012_316923_320583	6	314197
125	mms4msh2_2	1500	mms4msh2	2	12	822853	822903	823243	823319	822878	823281	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	341	403	465	4	84.0_206.0_113.0	                      822903_823021_823216_823319	822903_823120_823243_870968	6	822853
162	mms4msh2_2	1500	mms4msh2	2	15	610940	611066	611843	611905	611003	611874	(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	778	871	964	4	295.0_355.0_222.0	                      611066_611431_611687_611905	611164_611618_611843_823634	13	610940
9	mms4msh2_2	1500	mms4msh2	2	2	406109	406275	407140	407347	406191.75	407243.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	866	1052	1237	4	260.0_509.0_283.0	                      406275_406609_407140_407347	406294_406781_407140_440343	5	406109
64	mms4msh2_2	1500	mms4msh2	2	7	145661	145764	146952	147198	145712.25	147075.25	(6:2)_(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	1189	1363	1536	4	688.0_377.0_299.0	                      145764_146601_146952_147198	146199_146601_146952_219738	8	145661
24	mms4msh2_2	1500	mms4msh2	2	4	261828	262662	264290	264370	262245	264330	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	1629	2085	2541	4	574.0_736.0_776.0	                      262662_262975_264134_264370	262662_262975_264290_366675	4	261828
161	mms4msh2_2	1500	mms4msh2	2	15	524542	524665	527159	527324	524603.5	527241.5	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	2495	2638	2781	4	480.0_983.0_1176.0	                      524665_525149_526211_527324	525017_525920_527159_610940	19	524542
72	mms4msh2_2	1500	mms4msh2	2	7	783682	783984	786981	787094	783832.75	787037.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	2998	3205	3411	4	155.0_109.0_2941.0	                      783984_783991_784202_787094	783984_783991_786981_797334	16	783682
99	mms4msh2_2	1500	mms4msh2	2	10	469694	470512	488144	488222	470103	488183	(6:2)_(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	17633	18080	18527	4	461.0_415.0_17205.0	                      470512_470602_471187_488222	470525_470769_488144_570814	37	469694
81	mms4msh2_2	1500	mms4msh2	2	8	419978	420223	422541	422995	420100.25	422768.25	(2:6)_(4:4)_(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	2319	2668	3016	6	139.0_118.0_512.0_1250.0_650.0	                      420223_420255_420458_421279_422541_422995	420223_420255_420458_421696_422541_460867	7	419978
28	mms4msh2_2	1500	mms4msh2	2	4	520813	521404	526634	526649	521108.5	526641.5	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(6:2)_(4:4a)	CO	2_nonsis	5231	5533	5835	6	5016.0_212.0_59.0_42.0_206.0	                      521404_526133_526370_526418_526454_526649	526115_526301_526370_526418_526634_545399	31	520813
46	mms4msh2_2	1500	mms4msh2	2	5	192111	192718	198879	199098	192414.5	198988.5	(2:6)_(4:4)_(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	6162	6574	6986	6	2939.0_42.0_1837.0_413.0_1344.0	                      192718_195367_195424_197321_197798_199098	195340_195367_197144_197492_198879_211986	45	192111
74	mms4msh2_2	1500	mms4msh2	2	7	883255	883855	893555	894071	883555	893813	(6:2)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	9701	10258	10815	6	541.0_608.0_1248.0_92.0_7770.0	                      883855_884112_885006_886028_886059_894071	884080_884401_885875_886028_893555_940085	43	883255
123	mms4msh2_2	1500	mms4msh2	2	12	674081	674154	675409	675926	674117.5	675667.5	(6:2)_(4:4)_(6:2)_(4:4)_(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	1256	1550	1844	7	60.0_232.0_422.0_389.0_183.0_265.0	                      674154_674201_674617_674879_675396_675409_675926	674154_674201_674783_675044_675396_675409_722449	12	674081
108	mms4msh2_2	1500	mms4msh2	2	11	205125	206749	226303	227926	205936.75	227114.75	(6:2)_(4:4)_(6:2)_(4:4)_(6:2)_(4:4)_(6:2)_(4:4)_(6:2)_(4:4aCO)	CO	2_nonsis	19555	21178	22800	10	1278.0_1081.0_4042.0_1347.0_1458.0_1439.0_4983.0_226.0_5325.0	                      206749_207680_208910_213187_214181_215166_216594_221664_221915_227926	206749_207680_211487_213187_215118_216568_221464_221664_226303_378951	24	205125
169	mms4msh2_2	1500	mms4msh2	2	16	87944	88210	88281	88438	88076.75	88359.75	(6:2)_(4:4aCO)	CO	2_nonsis	72	283	493	2	283	                      88210_88438	88281_165212	3	87944
36	mms4msh2_2	1500	mms4msh2	2	4	955096	955166	955290	955617	955130.75	955453.75	(6:2)_(4:4aCO)	CO	2_nonsis	125	323	520	2	323	                      955166_955617	955290_1055274	2	955096
35	mms4msh2_2	1500	mms4msh2	2	4	844671	845134	845307	845389	844902.25	845348.25	(6:2)_(4:4aCO)	CO	2_nonsis	174	446	717	2	446	                      845134_845389	845307_955096	2	844671
95	mms4msh2_2	1500	mms4msh2	2	10	143029	143159	143162	143987	143093.75	143574.75	(6:2)_(4:4aCO)	CO	2_nonsis	4	481	957	2	481	                      143159_143987	143162_187779	2	143029
139	mms4msh2_2	1500	mms4msh2	2	13	553314	554322	554338	554420	553818	554379	(6:2)_(4:4aCO)	CO	2_nonsis	17	561	1105	2	561	                      554322_554420	554338_556208	2	553314
70	mms4msh2_2	1500	mms4msh2	2	7	647393	648202	648202	649037	647797.5	648619.5	(6:2)_(4:4aCO)	CO	2_nonsis	1	822	1643	2	822	                      648202_649037	648202_745593	1	647393
173	mms4msh2_2	1500	mms4msh2	2	16	462933	463540	463654	464556	463236.25	464105.25	(6:2)_(4:4aCO)	CO	2_nonsis	115	869	1622	2	869	                      463540_464556	463654_584356	2	462933
135	mms4msh2_2	1500	mms4msh2	2	13	234644	235023	235798	236347	234833.5	236072.5	(6:2)_(4:4aCO)	CO	2_nonsis	776	1239	1702	2	1239	                      235023_236347	235798_318453	3	234644
16	mms4msh2_2	1500	mms4msh2	2	3	51119	51419	51650	53891	51268.75	52770.75	(6:2)_(4:4aCO)	CO	2_nonsis	232	1502	2771	2	1502	                      51419_53891	51650_74002	3	51119
98	mms4msh2_2	1500	mms4msh2	2	10	391901	392340	393558	393912	392120.25	393735.25	(6:2)_(4:4aCO)	CO	2_nonsis	1219	1615	2010	2	1615	                      392340_393912	393558_469694	6	391901
57	mms4msh2_2	1500	mms4msh2	2	6	53077	55863	55863	56853	54470	56358	(6:2)_(4:4aCO)	CO	2_nonsis	1	1888	3775	2	1888	                      55863_56853	55863_131641	1	53077
87	mms4msh2_2	1500	mms4msh2	2	9	85893	86586	87581	89302	86239.5	88441.5	(6:2)_(4:4aCO)	CO	2_nonsis	996	2202	3408	2	2202	                      86586_89302	87581_92966	3	85893
94	mms4msh2_2	1500	mms4msh2	2	10	32051	32964	34837	34918	32507.5	34877.5	(6:2)_(4:4aCO)	CO	2_nonsis	1874	2370	2866	2	2370	                      32964_34918	34837_143029	10	32051
174	mms4msh2_2	1500	mms4msh2	2	16	584356	591367	591416	591533	587861.5	591474.5	(6:2)_(4:4aCO)	CO	2_nonsis	50	3613	7176	2	3613	                      591367_591533	591416_653300	2	584356
39	mms4msh2_2	1500	mms4msh2	2	4	1263258	1264115	1268640	1269701	1263686.5	1269170.5	(6:2)_(4:4aCO)	CO	2_nonsis	4526	5484	6442	2	5484	                      1264115_1269701	1268640_1287118	17	1263258
122	mms4msh2_2	1500	mms4msh2	2	12	590162	590507	602340	602978	590334.25	602659.25	(6:2)_(4:4aCO)	CO	2_nonsis	11834	12325	12815	2	12325	                      590507_602978	602340_674081	38	590162
59	mms4msh2_2	1500	mms4msh2	2	6	186736	186874	186924	187003	186804.75	186963.75	(2:6)_(4:4aCO)	CO	2_nonsis	51	159	266	2	159	                      186874_187003	186924_242875	2	186736
3	mms4msh2_2	1500	mms4msh2	2	2	45389	45591	45591	45821	45490	45706	(2:6)_(4:4aCO)	CO	2_nonsis	1	216	431	2	216	                      45591_45821	45591_47968	1	45389
112	mms4msh2_2	1500	mms4msh2	2	11	472588	473057	473174	473293	472822.5	473233.5	(2:6)_(4:4aCO)	CO	2_nonsis	118	411	704	2	411	                      473057_473293	473174_513404	5	472588
21	mms4msh2_2	1500	mms4msh2	2	4	21687	21759	22139	22166	21722.75	22152.75	(2:6)_(4:4aCO)	CO	2_nonsis	381	430	478	2	430	                      21759_22166	22139_163903	7	21687
160	mms4msh2_2	1500	mms4msh2	2	15	461698	461762	461816	462568	461730	462192	(2:6)_(4:4aCO)	CO	2_nonsis	55	462	869	2	462	                      461762_462568	461816_524542	2	461698
40	mms4msh2_2	1500	mms4msh2	2	4	1287118	1287835	1287835	1288083	1287476.25	1287959.25	(2:6)_(4:4aCO)	CO	2_nonsis	1	483	964	2	483	                      1287835_1288083	1287835_1411232	1	1287118
