id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	commande	Notes	B_type	CO_NCO
202	TMZ2	1500	TMZ	2	10	576840	577387	579361	579663	577113.75	579511.75	3:5_3:5a_3:5	2_nonsis	1975	2398	2822	3	1224_809_366	                      345_0_11	2103_1618_720	576840_577732_578943_579361	577387_578943_579350_579663	577732_578943_579361_640552	578943_579350_579663_640718	2308.78	235	9.83	6	3_1_2	5_26_26	3	30	1	0	1	1	2	2	1	579361	                      graph_bin_annot3(10,575000,580000,c(1,2,5,6))		Two Chr	NCO
203	TMZ2	1500	TMZ	2	10	640552	640718	641631	642317	640635	641974	05:03	1	914	1339	1764	1	1339	913	1765	640552_641631	640718_642317	641631_655074	642317_655282	857.77	147	5.84	6	6	2	1	1	1	0	1	1	1	1	1	641631	                      graph_bin_annot3(10,639000,643000,c(1,2))		One-Sided	NCO
204	TMZ2	1500	TMZ	2	10	655074	655282	656822	657034	655178	656928	05:03	1	1541	1750	1959	1	1750	1540	1960	655074_656822	655282_657034	656822_675745	657034_676590	27.64	163	0.17	11	11	2	1	1	1	0	1	1	1	1	1	656822	                      graph_bin_annot3(10,654000,658000,c(1,2))		One-Sided	NCO
205	TMZ2	1500	TMZ	2	10	675745	676590	676590	677087	676167.5	676838.5	02:06	1	1	671	1341	1	671	0	1342	675745_676590	676590_677087	676590_682784	677087_683353	68.6	112	0.61	1	1	34	1	10.1	1	0	1	1	1	1	1	676590	                      graph_bin_annot3(10,674000,678000,c(3,4))		Full Conversion	NCO
206	TMZ2	1500	TMZ	2	10	682784	683353	683975	684045	683068.25	684010.25	2:6_4:4_2:6	1	623	942	1260	3	518_311_112	                      0_0_0	1036_622_225	682784_683353_683820_683975	683353_683820_683975_684045	683353_683820_683975_725933	683820_683975_684045_726260	83.9	105	0.8	3	1_1_1	34_34_34	1	8	1	0	1	1	1	1	1	683975	                      graph_bin_annot3(10,681000,685000,c(3,4))		Full Conversion	NCO
207	TMZ2	1500	TMZ	2	11	90681	90751	92948	93041	90716.25	92994.25	(3:5)_(2:6)_(0:8)_(2:6a)_(1:7)_(3:5)_(1:7)_(2:6a)_(4:4)_(3:5)_(1:7)_(3:5)_(4:4)	2_sis	2198	2278	2359	0	956_275_142_44_33_18_38_37_16_21_48_650	                      814_46_0_0_0_0_0_1_5_0_17_590	1098_504_283_89_66_35_77_73_27_42_79_711	90681_91565_91825_92069_92108_92158_92174_92193_92252_92271_92279_92330_92948	90751_91779_92069_92108_92158_92174_92193_92251_92266_92279_92313_92358_93041	91565_91825_92069_92108_92158_92174_92193_92252_92271_92279_92330_92948_117207	91779_92069_92108_92158_92174_92193_92251_92266_92279_92313_92358_93041_118109	611.99	196	3.12	29	5_3_1_1_1_1_1_2_2_1_2_9	7_8_34_78_7_34_34_7_34_7_34_34	0	1	2	0	2	2	2	2	2	92948	                      graph_bin_annot3(11,89000,94000,c(3,4,7,8))		2-sis NCO	NCO
208	TMZ2	1500	TMZ	2	11	117207	118109	118487	119310	117658.25	118898.25	05:03	1	379	1240	2102	1	1240	378	2103	117207_118487	118109_119310	118487_149388	119310_150866	602.61	175	3.44	2	2	6	1	1	1	0	1	1	1	1	1	118487	                      graph_bin_annot3(11,116000,120000,c(5,6))		One-Sided	NCO
209	TMZ2	1500	TMZ	2	11	149388	150866	150866	151229	150127.25	151047.25	02:06	1	1	920	1840	1	920	0	1841	149388_150866	150866_151229	150866_188557	151229_188706	79.95	153	0.52	1	1	78	1	10.1	1	0	1	1	1	1	1	150866	                      graph_bin_annot3(11,148000,152000,c(7,8))		Full Conversion	NCO
210	TMZ2	1500	TMZ	2	11	188557	188706	189096	189104	188631.75	189099.75	2:6_4:4_3:5	1	391	468	546	3	292_110_66	                      169_0_0	415_221_132	188557_188875_188972_189096	188706_188972_189096_189104	188875_188972_189096_200367	188972_189096_189104_200384	86.37	45	1.9	5	3_1_1	78_78_7	1	8	1	0	1	1	1	1	1	189096	                      graph_bin_annot3(11,187000,190000,c(7,8))		Full Conversion	NCO
211	TMZ2	1500	TMZ	2	11	200367	200384	200402	200464	200375.25	200433.25	05:03	1	19	58	96	1	58	18	97	200367_200402	200384_200464	200402_231038	200464_231464	23.2	8	2.9	2	2	2	1	1	1	0	1	1	1	1	1	200402	                      graph_bin_annot3(11,199000,201000,c(1,2))		One-Sided	NCO
212	TMZ2	1500	TMZ	2	11	231038	231464	231464	231543	231251.25	231503.25	02:06	1	1	252	504	1	252	0	505	231038_231464	231464_231543	231464_260245	231543_260286	224.07	42	5.34	1	1	78	1	10.1	1	0	1	1	1	1	1	231464	                      graph_bin_annot3(11,230000,232000,c(7,8))		Full Conversion	NCO
213	TMZ2	1500	TMZ	2	11	260245	260286	260491	260745	260265.75	260617.75	3:5_2:6	1	206	352	499	2	123_230	                      0_0	246_459	260245_260286_260491	260286_260491_260745	260286_260491_264463	260491_260745_264513	232.46	42	5.59	2	1_1	7_8	1	8	1	0	1	1	1	1	1	260491	                      graph_bin_annot3(11,259000,261000,c(7,8))		Full Conversion	NCO
214	TMZ2	1500	TMZ	2	11	264463	264513	264974	265409	264487.75	265191.75	02:06	1	462	704	945	1	704	461	946	264463_264974	264513_265409	264974_289528	265409_289859	176.19	79	2.24	9	9	34	1	10.1	1	0	1	1	1	1	1	264974	                      graph_bin_annot3(11,263000,266000,c(3,4))		Full Conversion	NCO
215	TMZ2	1500	TMZ	2	11	289528	289859	291136	292055	289693.5	291595.5	02:06	1	1278	1902	2526	1	1902	1277	2527	289528_291136	289859_292055	291136_308425	292055_308754	131.28	210	0.62	2	2	78	1	10.1	1	0	1	1	1	1	1	291136	                      graph_bin_annot3(11,288000,293000,c(7,8))		Full Conversion	NCO
216	TMZ2	1500	TMZ	2	11	308425	308754	309310	309621	308589.5	309465.5	5:3_4:4_5:3	1	557	876	1195	3	292_258_326	                      0_81_122	584_434_531	308425_308754_309090_309310	308754_309009_309188_309621	308754_309090_309310_326807	309009_309188_309621_327038	1020.15	100	10.25	6	1_2_3	6_6_6	1	3	1	0	1	1	1	1	1	309310	                      graph_bin_annot3(11,307000,310000,c(5,6))		One-Sided + patch	NCO
217	TMZ2	1500	TMZ	2	11	326807	327038	327707	327893	326922.25	327800.25	5:3_6:2	1	670	878	1085	2	428_450	                      0_44	856_855	326807_327038_327707	327038_327663_327893	327038_327707_341302	327663_327893_341413	468.86	90	5.19	3	1_2	6_5	1	7	1	0	1	1	1	1	1	327707	                      graph_bin_annot3(11,325000,328000,c(5,6))		Full Conversion	NCO
218	TMZ2	1500	TMZ	2	11	341302	341413	341413	341641	341357.25	341527.25	02:06	1	1	170	338	1	170	0	339	341302_341413	341413_341641	341413_355272	341641_355411	2.47	28	0.09	1	1	34	1	10.1	1	0	1	1	1	1	1	341413	                      graph_bin_annot3(11,340000,342000,c(3,4))		Full Conversion	NCO
219	TMZ2	1500	TMZ	2	11	355272	355411	355543	355649	355341.75	355595.75	05:03	1	133	254	376	1	254	132	377	355272_355543	355411_355649	355543_468107	355649_468233	341.04	31	10.89	5	5	6	1	1	1	0	1	1	1	1	1	355543	                      graph_bin_annot3(11,354000,356000,c(5,6))		One-Sided	NCO
220	TMZ2	1500	TMZ	2	11	468107	468233	468928	469130	468170	469029	5:3_4:4_5:3	1	696	859	1022	3	544_182_134	                      332_0_0	755_363_268	468107_468565_468862_468928	468233_468862_468928_469130	468565_468862_468928_476160	468862_468928_469130_476611	94.27	85	1.11	7	5_1_1	6_6_6	1	3	1	0	1	1	1	1	1	468928	                      graph_bin_annot3(11,467000,470000,c(5,6))		One-Sided + patch	NCO
221	TMZ2	1500	TMZ	2	11	476160	476611	479521	480070	476385.5	479795.5	(4:4ai)_(3:5)_(3:5a)_(4:4)_(4:4bCO)	2_nonsis	2911	3410	3909	5	808_1292_872_438	                      0_0_0_0	1616_2584_1745_875	476160_476611_477776_479195_479521	476611_477776_479195_479521_480070	476611_477776_479195_479521_500136	477776_479195_479521_480070_500262	985.11	325	3.03	4	1_1_1_1	67_8_68_7	2	31	1	1	0	1	1	0	0	479521	                      graph_bin_annot3(11,475000,481000,c(5,6,7,8))		Two-Sided Unidirectional	CO
222	TMZ2	1500	TMZ	2	11	500136	500262	500449	501319	500199	500884	05:03	1	188	685	1182	1	685	187	1183	500136_500449	500262_501319	500449_526035	501319_526649	25.17	98	0.26	3	3	8	1	1	1	0	1	1	1	1	1	500449	                      graph_bin_annot3(11,499000,502000,c(7,8))		One-Sided	NCO
223	TMZ2	1500	TMZ	2	11	526035	526649	526688	527413	526342.25	527050.25	05:03	1	40	708	1377	1	708	39	1378	526035_526688	526649_527413	526688_568472	527413_568502	1450.52	115	12.65	2	2	8	1	1	1	0	1	1	1	1	1	526688	                      graph_bin_annot3(11,525000,528000,c(7,8))		One-Sided	NCO
224	TMZ2	1500	TMZ	2	11	568472	568502	568502	568685	568487.25	568593.25	02:06	1	1	106	212	1	106	0	213	568472_568502	568502_568685	568502_578230	568685_578669	4.94	18	0.28	1	1	34	1	10.1	1	0	1	1	1	1	1	568502	                      graph_bin_annot3(11,567000,569000,c(3,4))		Full Conversion	NCO
225	TMZ2	1500	TMZ	2	11	578230	578669	578230	578669	578340	578559	(4:4aCO)	2_nonsis	0	219	438	1	0	0	0	578230	578669	581483	581512	344.98	36	9.46	0	0	0	1	100	1	1	0	1	1	0	0	578230	                      graph_bin_annot3(11,577000,579000,c(3,4,7,8))		No Strand Transfer	CO
226	TMZ2	1500	TMZ	2	11	581483	581512	582300	582336	581497.75	582317.75	06:02	1	789	820	852	1	820	788	853	581483_582300	581512_582336	582300_590994	582336_592478	371.64	71	5.24	12	12	34	1	10	1	0	1	1	1	1	1	582300	                      graph_bin_annot3(11,580000,583000,c(3,4))		Full Conversion	NCO
227	TMZ2	1500	TMZ	2	11	590994	592478	592577	593181	591736	592879	02:06	1	100	1143	2186	1	1143	99	2187	590994_592577	592478_593181	592577_603048	593181_604059	105.62	182	0.58	2	2	78	1	10.1	1	0	1	1	1	1	1	592577	                      graph_bin_annot3(11,589000,594000,c(7,8))		Full Conversion	NCO
228	TMZ2	1500	TMZ	2	11	603048	604059	604404	605465	603553.5	604934.5	03:05	1	346	1381	2416	1	1381	345	2417	603048_604404	604059_605465	604404_645141	605465_645690	43.43	201	0.22	3	3	5	1	2	1	0	1	1	1	1	1	604404	                      graph_bin_annot3(11,602000,606000,c(5,6))		One-Sided	NCO
229	TMZ2	1500	TMZ	2	11	645141	645690	645733	645889	645415.25	645811.25	06:02	1	44	396	747	1	396	43	748	645141_645733	645690_645889	645733_658549	645889_666816	141.15	62	2.27	2	2	34	1	10	1	0	1	1	1	1	1	645733	                      graph_bin_annot3(11,644000,646000,c(3,4))		Full Conversion	NCO
230	TMZ2	1500	TMZ	2	12	27605	28820	30657	30768	28212.5	30712.5	5:3_6:2_5:3	1	1838	2500	3162	3	740_156_1604	                      0_0_1526	1480_311_1683	27605_28820_29085_30657	28820_29085_29131_30768	28820_29085_30657_80822	29085_29131_30768_80906	337.09	263	1.28	10	1_1_8	2_1_1	1	3	1	0	1	1	1	1	1	30657	                      graph_bin_annot3(12,26000,31000,c(1,2))		One-Sided + patch	NCO
231	TMZ2	1500	TMZ	2	12	80822	80906	81387	81841	80864	81614	3:5_2:6_4:4_3:5_4:4_2:6	1	482	750	1018	6	47_120_135_22_100_324	                      0_0_0_0_0_0	94_241_270_45_201_649	80822_80906_80916_81147_81186_81192_81387	80906_80916_81147_81186_81192_81387_81841	80906_80916_81147_81186_81192_81387_109497	80916_81147_81186_81192_81387_81841_109602	353.38	85	4.17	6	1_1_1_1_1_1	7_8_78_7_7_78	1	8	1	0	1	1	1	1	1	81387	                      graph_bin_annot3(12,79000,82000,c(7,8))		Full Conversion	NCO
232	TMZ2	1500	TMZ	2	12	109497	109602	112137	112163	109549.75	112149.75	(2:6)_(4:4)_(5:3)_(4:4)_(5:3a)_(7:1)_(6:2)_(7:1)_(7:1a)_(5:3)_(4:4)	3	2536	2600	2665	0	262_1222_301_117_235_70_96_170_44_84	                      134_1111_176_0_158_0_48_134_32_69	389_1334_426_234_312_140_143_205_56_100	109497_109736_110997_111246_111423_111638_111735_111826_112012_112063_112137	109602_109886_111070_111423_111480_111735_111778_111878_112031_112068_112163	109736_110997_111246_111423_111638_111735_111826_112012_112063_112137_124791	109886_111070_111423_111480_111735_111778_111878_112031_112068_112163_124986	834.58	222	3.76	34	5_8_5_1_2_1_3_4_3_2	34_34_2_2_6_12_6_6_15_56	0	1	2	0	2	2	2	2	2	112137	                      graph_bin_annot3(12,108000,113000,c(1,2,3,4,5,6))		2-sis NCO	NCO
233	TMZ2	1500	TMZ	2	12	124791	124986	124986	126014	124888.25	125500.25	06:02	1	1	612	1222	1	612	0	1223	124791_124986	124986_126014	124986_202775	126014_202835	1090.23	102	10.71	1	1	56	1	10	1	0	1	1	1	1	1	124986	                      graph_bin_annot3(12,123000,127000,c(5,6))		Full Conversion	NCO
234	TMZ2	1500	TMZ	2	12	202775	202835	206077	206144	202804.75	206110.75	2:6_4:4_5:3_4:4_5:3_4:4_5:3	2_nonsis	3243	3306	3368	7	75_1338_466_125_324_94_884	                      37_1025_51_0_261_8_811	113_1652_881_250_386_180_956	202775_202872_203913_204575_204794_205086_205188_206077	202835_202888_204524_204794_204825_205180_205266_206144	202872_203913_204575_204794_205086_205188_206077_252898	202888_204524_204794_204825_205180_205266_206144_253274	89.82	280	0.32	38	3_17_4_1_4_2_7	34_34_6_6_6_6_6	3	30	1	0	1	1	2	2	1	206077	                      graph_bin_annot3(12,201000,207000,c(3,4,5,6))		Two Chr	NCO
235	TMZ2	1500	TMZ	2	12	252898	253274	253274	253791	253086.25	253532.25	05:03	1	1	446	892	1	446	0	893	252898_253274	253274_253791	253274_260323	253791_260496	1633.13	74	21.99	1	1	2	1	1	1	0	1	1	1	1	1	253274	                      graph_bin_annot3(12,251000,254000,c(1,2))		One-Sided	NCO
236	TMZ2	1500	TMZ	2	12	260323	260496	261797	262070	260409.5	261933.5	3:5_2:6_4:4_3:5_2:6	1	1302	1524	1746	5	130_126_234_461_572	                      0_0_0_66_192	261_253_469_856_951	260323_260496_260584_260749_261119_261797	260496_260584_260749_261053_261605_262070	260496_260584_260749_261119_261797_277688	260584_260749_261053_261605_262070_277961	369.66	145	2.54	10	1_1_1_3_4	7_8_78_7_8	1	8	1	0	1	1	1	1	1	261797	                      graph_bin_annot3(12,259000,263000,c(7,8))		Full Conversion	NCO
237	TMZ2	1500	TMZ	2	12	277688	277961	279533	280412	277824.5	279972.5	(3:5)_(3:5a)_(2:6)_(3:5a)_(4:4aCO)	2_nonsis	1573	2148	2723	5	934_266_444_504	                      712_16_215_0	1157_515_672_1009	277688_278673_278861_279403_279533	277961_278845_279188_279533_280412	278673_278861_279403_279533_331625	278845_279188_279533_280412_331872	434.32	227	1.92	12	7_2_2_1	678_68_8_8	2	31	1	1	0	1	1	0	0	279533	                      graph_bin_annot3(12,276000,281000,c(5,6,7,8))		Two-Sided Unidirectional	CO
238	TMZ2	1500	TMZ	2	12	331625	331872	332162	332441	331748.5	332301.5	05:03	1	291	553	815	1	553	290	816	331625_332162	331872_332441	332162_388801	332441_388930	98.71	68	1.45	4	4	8	1	1	1	0	1	1	1	1	1	332162	                      graph_bin_annot3(12,330000,333000,c(7,8))		One-Sided	NCO
239	TMZ2	1500	TMZ	2	12	388801	388930	388950	389347	388865.5	389148.5	05:03	1	21	283	545	1	283	20	546	388801_388950	388930_389347	388950_539979	389347_540147	23.69	45	0.52	2	2	2	1	1	1	0	1	1	1	1	1	388950	                      graph_bin_annot3(12,387000,390000,c(1,2))		One-Sided	NCO
240	TMZ2	1500	TMZ	2	12	539979	540147	541062	541159	540062.75	541110.75	3:5_4:4_3:5	1	916	1048	1179	3	450_306_291	                      258_0_44	642_613_538	539979_540405_540621_541062	540147_540621_541018_541159	540405_540621_541062_586069	540621_541018_541159_586124	127.83	98	1.3	8	4_1_3	5_5_5	1	4	1	0	1	1	1	1	1	541062	                      graph_bin_annot3(12,538000,542000,c(5,6))		One-Sided + patch	NCO
241	TMZ2	1500	TMZ	2	12	586069	586124	586163	586241	586096.25	586202.25	03:05	1	40	106	171	1	106	39	172	586069_586163	586124_586241	586163_619971	586241_620772	24.18	14	1.7	2	2	5	1	2	1	0	1	1	1	1	1	586163	                      graph_bin_annot3(12,585000,587000,c(5,6))		One-Sided	NCO
242	TMZ2	1500	TMZ	2	12	619971	620772	620772	620966	620371.25	620869.25	05:03	1	1	498	994	1	498	0	995	619971_620772	620772_620966	620772_729962	620966_730685	45.41	83	0.55	1	1	8	1	1	1	0	1	1	1	1	1	620772	                      graph_bin_annot3(12,618000,621000,c(7,8))		One-Sided	NCO
243	TMZ2	1500	TMZ	2	12	729962	730685	730778	731012	730323.25	730895.25	02:06	1	94	572	1049	1	572	93	1050	729962_730778	730685_731012	730778_747374	731012_747476	30.11	87	0.34	3	3	34	1	10.1	1	0	1	1	1	1	1	730778	                      graph_bin_annot3(12,728000,732000,c(3,4))		Full Conversion	NCO
244	TMZ2	1500	TMZ	2	12	747374	747476	747529	747710	747425.25	747619.25	02:06	1	54	194	335	1	194	53	336	747374_747529	747476_747710	747529_808452	747710_809749	1103.56	28	39.57	3	3	34	1	10.1	1	0	1	1	1	1	1	747529	                      graph_bin_annot3(12,746000,748000,c(3,4))		Full Conversion	NCO
245	TMZ2	1500	TMZ	2	12	808452	809749	809989	810333	809100.75	810160.75	05:03	1	241	1060	1880	1	1060	240	1881	808452_809989	809749_810333	809989_823256	810333_827343	1614.37	157	10.31	2	2	2	1	1	1	0	1	1	1	1	1	809989	                      graph_bin_annot3(12,807000,811000,c(1,2))		One-Sided	NCO
246	TMZ2	1500	TMZ	2	12	823256	827343	827928	828244	825299.75	828085.75	(2:6)_(4:4aCO)	2_nonsis	586	2786	4987	2	2786	585	4988	823256_827928	827343_828244	827928_849651	828244_854761	1803.89	415	4.34	4	4	34	1	16	1	1	0	1	2	1	0	827928	                      graph_bin_annot3(12,822000,829000,c(3,4,7,8))		Full Conversion	CO
247	TMZ2	1500	TMZ	2	12	849651	854761	849651	854761	850929	853483	(4:4aCO)	2_nonsis	0	2554	5109	1	0	0	0	849651	854761	854761	854846	382.49	425	0.9	0	0	0	1	100	1	1	0	1	1	0	0	849651	                      graph_bin_annot3(12,848000,855000,c(3,4,5,6))		No Strand Transfer	CO
248	TMZ2	1500	TMZ	2	12	854761	854846	855154	856994	854803.75	856073.75	(5:3)_(3:5)_(4:4aCO)	2_nonsis	309	1270	2232	3	192_1079	                      0_10	383_2148	854761_854846_855154	854846_855144_856994	854846_855154_870878	855144_856994_871504	561.16	186	3.02	3	1_2	6_34	3	20	1	1	0	2	2	1	1	855154	                      graph_bin_annot3(12,853000,857000,c(3,4,5,6))		One-Sided Bidirectional	CO
249	TMZ2	1500	TMZ	2	12	870878	871504	871504	872180	871191	871842	03:05	1	1	651	1301	1	651	0	1302	870878_871504	871504_872180	871504_1011170	872180_1011621	843.95	108	7.79	1	1	7	1	2	1	0	1	1	1	1	1	871504	                      graph_bin_annot3(12,869000,873000,c(7,8))		One-Sided	NCO
250	TMZ2	1500	TMZ	2	12	1011170	1011621	1011935	1013592	1011395.5	1012763.5	3:5_2:6	1	315	1368	2421	2	382_986	                      0_2	763_1971	1011170_1011621_1011935	1011621_1011933_1013592	1011621_1011935_1034264	1011933_1013592_1035874	2269.79	202	11.26	3	1_2	5_6	1	8	1	0	1	1	1	1	1	1011935	                      graph_bin_annot3(12,1010000,1014000,c(5,6))		Full Conversion	NCO
251	TMZ2	1500	TMZ	2	12	1034264	1035874	1036568	1037166	1035069	1036867	2:6_3:5	1	695	1798	2901	2	924_874	                      0_456	1848_1292	1034264_1035874_1036568	1035874_1036112_1037166	1035874_1036568_1043089	1036112_1037166_1043157	64.65	242	0.27	3	1_2	56_6	1	8	1	0	1	1	1	1	1	1036568	                      graph_bin_annot3(12,1033000,1038000,c(5,6))		Full Conversion	NCO
252	TMZ2	1500	TMZ	2	12	1043089	1043157	1043157	1043284	1043122.75	1043220.75	06:02	1	1	98	194	1	98	0	195	1043089_1043157	1043157_1043284	1043157_1059350	1043284_1078177	82.91	16	5.13	1	1	34	1	10	1	0	1	1	1	1	1	1043157	                      graph_bin_annot3(12,1042000,1044000,c(3,4))		Full Conversion	NCO
253	TMZ2	1500	TMZ	2	13	41174	42127	43336	44157	41650.5	43746.5	06:02	1	1210	2096	2982	1	2096	1209	2983	41174_43336	42127_44157	43336_54469	44157_54576	1054.7	248	4.25	2	2	34	1	10	1	0	1	1	1	1	1	43336	                      graph_bin_annot3(13,40000,45000,c(3,4))		Full Conversion	NCO
254	TMZ2	1500	TMZ	2	13	54469	54576	55751	55773	54522.25	55762.25	03:05	1	1176	1240	1303	1	1240	1175	1304	54469_55751	54576_55773	55751_98939	55773_99367	28.13	108	0.26	10	10	5	1	2	1	0	1	1	1	1	1	55751	                      graph_bin_annot3(13,53000,56000,c(5,6))		One-Sided	NCO
256	TMZ2	1500	TMZ	2	13	165032	166349	166619	166876	165690.5	166747.5	(5:3)_(4:4aCO)	2_nonsis	271	1057	1843	2	1057	270	1844	165032_166619	166349_166876	166619_168229	166876_168722	196.43	153	1.28	3	3	345	1	1	1	1	0	1	1	0	0	166619	                      graph_bin_annot3(13,164000,167000,c(3,4,5,6))		One-Sided Unidirectional	CO
257	TMZ2	1500	TMZ	2	13	168229	168722	170002	170932	168475.25	170467.25	5:3_4:4_5:3	1	1281	1992	2702	3	650_760_582	                      116_396_40	1183_1124_1124	168229_168838_169808_170002	168722_169412_169962_170932	168838_169808_170002_177595	169412_169962_170932_177745	903.18	225	4.01	13	5_5_3	6_6_6	1	3	1	0	1	1	1	1	1	170002	                      graph_bin_annot3(13,167000,171000,c(5,6))		One-Sided + patch	NCO
258	TMZ2	1500	TMZ	2	13	177595	177745	178570	178780	177670	178675	2:6_3:5_4:4_3:5	1	826	1005	1184	4	103_491_184_228	                      0_402_0_0	206_580_367_455	177595_177745_178203_178325_178570	177745_177801_178325_178570_178780	177745_178203_178325_178570_221252	177801_178325_178570_178780_221642	278.36	99	2.82	8	1_5_1_1	78_8_7_7	1	8	1	0	1	1	1	1	1	178570	                      graph_bin_annot3(13,176000,179000,c(7,8))		Full Conversion	NCO
259	TMZ2	1500	TMZ	2	13	221252	221642	221642	222095	221446.75	221868.75	05:03	1	1	422	842	1	422	0	843	221252_221642	221642_222095	221642_244974	222095_245621	5.43	70	0.08	1	1	2	1	1	1	0	1	1	1	1	1	221642	                      graph_bin_annot3(13,220000,223000,c(1,2))		One-Sided	NCO
260	TMZ2	1500	TMZ	2	13	244974	245621	245624	246258	245297.25	245941.25	03:05	1	4	644	1283	1	644	3	1284	244974_245624	245621_246258	245624_262383	246258_262578	254.67	107	2.38	2	2	7	1	2	1	0	1	1	1	1	1	245624	                      graph_bin_annot3(13,243000,247000,c(7,8))		One-Sided	NCO
261	TMZ2	1500	TMZ	2	13	262383	262578	263835	264034	262480.5	263934.5	5:3_4:4_6:2_5:3	1	1258	1454	1650	4	378_154_144_778	                      242_60_1_591	515_248_286_965	262383_262820_262958_263069_263835	262578_262898_263068_263244_264034	262820_262958_263069_263835_301274	262898_263068_263244_264034_302548	458.01	137	3.33	12	6_2_2_2	6_6_56_5	1	3	1	0	1	1	1	1	1	263835	                      graph_bin_annot3(13,261000,265000,c(5,6))		One-Sided + patch	NCO
262	TMZ2	1500	TMZ	2	13	301274	302548	306097	306566	301911.25	306331.25	(5:3)_(4:4)_(5:3)_(3:5)_(2:6)_(3:5)_(4:4aCO)_(3:5)_(2:6)_(3:5)_(4:4a)_(3:5)_(4:4a)	2_nonsis	3550	4420	5291	13	677_359_380_696_333_286_172_276_260_211_203_565	                      0_0_34_576_1_6_0_67_21_0_13_191	1354_718_726_817_665_567_345_486_500_422_393_939	301274_302548_302628_303300_303930_304118_304601_304685_305013_305192_305513_305627_306097	302548_302628_303266_303354_304117_304595_304685_304946_305171_305513_305614_305906_306566	302548_302628_303300_303930_304118_304601_304685_305013_305192_305513_305627_306097_355195	302628_303266_303354_304117_304595_304685_304946_305171_305513_305614_305906_306566_355271	748.21	441	1.7	31	1_1_2_9_2_2_1_2_3_1_3_4	6_6_6_34_6_6_5_5_6_6_5_5	3	20	1	1	0	2	2	1	1	306097	                      graph_bin_annot3(13,300000,307000,c(3,4,5,6))		One-Sided Bidirectional	CO
263	TMZ2	1500	TMZ	2	13	355195	355271	355763	356149	355233	355956	3:5_2:6	1	493	723	953	2	470_253	                      372_0	568_506	355195_355643_355763	355271_355763_356149	355643_355763_395396	355763_356149_395765	103.64	79	1.31	8	7_1	5_6	1	8	1	0	1	1	1	1	1	355763	                      graph_bin_annot3(13,354000,357000,c(5,6))		Full Conversion	NCO
264	TMZ2	1500	TMZ	2	13	395396	395765	397143	397289	395580.25	397216.25	(2:6)_(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	2_nonsis	1379	1636	1892	6	286_486_113_530_220	                      0_288_0_381_16	573_683_226_679_425	395396_395765_396257_396448_396864_397143	395765_395969_396448_396483_397127_397289	395765_396257_396448_396864_397143_512809	395969_396448_396483_397127_397289_512918	1403.63	158	8.91	11	1_2_1_5_2	78_8_8_8_8	1	12	1	1	0	1	1	0	0	397143	                      graph_bin_annot3(13,394000,398000,c(3,4,7,8))		One-Sided Unidirectional	CO
265	TMZ2	1500	TMZ	2	13	512809	512918	513778	514073	512863.5	513925.5	2:6_3:5_4:4_3:5_4:4_3:5	1	861	1062	1263	6	78_41_28_66_38_812	                      1_0_0_41_6_648	155_82_56_90_69_976	512809_512919_512964_513001_513061_513097_513778	512918_512964_513001_513020_513091_513130_514073	512919_512964_513001_513061_513097_513778_517277	512964_513001_513020_513091_513130_514073_517348	560.17	105	5.33	29	2_1_1_6_3_16	56_6_5_5_5_5	1	8	1	0	1	1	1	1	1	513778	                      graph_bin_annot3(13,511000,515000,c(5,6))		Full Conversion	NCO
266	TMZ2	1500	TMZ	2	13	517277	517348	517795	518064	517312.5	517929.5	6:2_5:3	1	448	617	786	2	233_384	                      0_52	466_716	517277_517348_517795	517348_517743_518064	517348_517795_539541	517743_518064_539622	99.7	65	1.52	4	1_3	78_7	1	7	1	0	1	1	1	1	1	517795	                      graph_bin_annot3(13,516000,519000,c(7,8))		Full Conversion	NCO
267	TMZ2	1500	TMZ	2	13	539541	539622	539865	540088	539581.5	539976.5	06:02	1	244	395	546	1	395	243	547	539541_539865	539622_540088	539865_551554	540088_551662	3.95	45	0.09	2	2	78	1	10	1	0	1	1	1	1	1	539865	                      graph_bin_annot3(13,538000,541000,c(7,8))		Full Conversion	NCO
268	TMZ2	1500	TMZ	2	13	551554	551662	551662	552227	551608.25	551944.25	05:03	1	1	336	672	1	336	0	673	551554_551662	551662_552227	551662_556437	552227_557365	16.78	56	0.3	1	1	2	1	1	1	0	1	1	1	1	1	551662	                      graph_bin_annot3(13,550000,553000,c(1,2))		One-Sided	NCO
269	TMZ2	1500	TMZ	2	13	556437	557365	557517	558987	556901	558252	02:06	1	153	1351	2549	1	1351	152	2550	556437_557517	557365_558987	557517_571706	558987_572206	1321.21	212	6.23	4	4	34	1	10.1	1	0	1	1	1	1	1	557517	                      graph_bin_annot3(13,555000,559000,c(3,4))		Full Conversion	NCO
