id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_PAN	LocalEventHpM_NWT	LocalEventHpM_NTEL	LocalEventHpM_DC	CO_NCO
86	OM3	1500	OM	3	9	426906	427061	427061	427189	426983.25	427125.25	03:05	1	1	142	282	1	142	0	283	426906_427061	427061_427189	427061_430585	427189_439888	4.94	23	0.21	1	1	6	1	2	1	0	1	1	1	1	1	427054.25	427054.25	NA	NA	"                      graph_bin_annot3(9,425000,428000,c(5,6))"		One-Sided	141	4.9354	24.7865	19.8403	0.1032	NCO
87	OM3	1500	OM	3	10	69155	69275	69814	70030	69215	69922	(2:6)_(3:5)_(5:3)_(3:5)_(4:4aCO)	2_nonsis	540	707	874	5	174_124_157_252	                      0_0_57_54	348_248_257_450	69155_69275_69503_69580_69814	69275_69503_69523_69760_70030	69275_69503_69580_69814_192156	69503_69523_69760_70030_192956	41.95	73	0.58	6	1_1_2_2	78_6_78_78	3	20	1	1	0	2	2	1	1	69568.5	69568.5	NA	NA	"                      graph_bin_annot3(10,68000,71000,c(5,6,7,8))"		Two-Sided Bidirectional	437	41.9509	55.374	63.155	0.2312	CO
88	OM3	1500	OM	3	10	192156	192956	192956	193023	192555.75	192989.75	(5:3)_(4:4aCO)	2_nonsis	1	434	866	2	434	0	867	192156_192956	192956_193023	192956_311129	193023_311627	211.73	72	2.94	1	1	378	1	1	1	1	0	1	1	0	0	192772.75	192772.75	NA	NA	"                      graph_bin_annot3(10,191000,194000,c(3,4,7,8))"		One-Sided Unidirectional	433	211.7289	162.1107	151.5978	2.2108	CO
89	OM3	1500	OM	3	10	311129	311627	311915	312326	311378.25	312120.25	05:03	1	289	742	1196	1	742	288	1197	311129_311915	311627_312326	311915_396063	312326_396638	24.68	100	0.25	5	5	4	1	1	1	0	1	1	1	1	1	311749.25	311749.25	NA	NA	"                      graph_bin_annot3(10,310000,313000,c(3,4))"		One-Sided	598	24.677	11.2299	9.2474	0	NCO
90	OM3	1500	OM	3	10	396063	396638	396063	396638	396207	396494	(4:4aCO)	2_nonsis	0	287	574	1	0	0	0	396063	396638	458530	458980	1.48	48	0.03	0	0	0	1	100	1	1	0	1	1	0	0	396350.5	396350.5	NA	NA	"                      graph_bin_annot3(10,395000,397000,c(1,2,5,6))"		No Strand Transfer	287	1.4806	1.7869	1.4611	0	CO
91	OM3	1500	OM	3	10	458530	458980	461843	461906	458754.75	461874.75	3:5_5:3_4:4_5:3a	2_nonsis	2864	3120	3375	4	782_706_1488_144	                      451_586_1403_42	1113_826_1572_246	458530_459431_460229_461660_461843	458980_459643_460257_461801_461906	459431_460229_461660_461843_503037	459643_460257_461801_461906_503193	401.25	281	1.43	24	6_6_9_3	8_68_6_5	3	30	1	0	1	2	2	2	2	460314.75	460314.75	NA	NA	"                      graph_bin_annot3(10,457000,462000,c(5,6,7,8))"		Two Chr	1687.5	401.2485	383.4292	362.6074	6.9558	NCO
92	OM3	1500	OM	3	10	503037	503193	503352	503880	503115	503616	03:05	1	160	501	842	1	501	159	843	503037_503352	503193_503880	503352_631130	503880_632972	344	70	4.91	3	3	8	1	2	1	0	1	1	1	1	1	503365.5	503365.5	NA	NA	"                      graph_bin_annot3(10,502000,504000,c(7,8))"		One-Sided	421	343.9978	143.5154	150.4133	1.4018	NCO
93	OM3	1500	OM	3	10	631130	632972	632972	633146	632051	633059	(2:6)_(4:4aCO)	2_nonsis	1	1008	2015	2	1008	0	2016	631130_632972	632972_633146	632972_705542	633146_705639	54.29	168	0.32	1	1	12	1	16	1	1	0	1	2	1	0	632555	632555	NA	NA	"                      graph_bin_annot3(10,630000,634000,c(1,2,3,4))"		Full Conversion	1007.5	54.2895	69.2865	68.7315	2.0234	CO
94	OM3	1500	OM	3	10	705542	705639	706547	706608	705590.5	706577.5	3:5_3:5a	1	909	987	1065	2	750_236	                      496_0	1005_473	705542_706135_706547	705639_706547_706608	706135_706547_725933	706547_706608_745751	36.52	89	0.41	8	7_1	8_78	2	12	1	0	1	1	1	1	1	706084	706084	NA	NA	"                      graph_bin_annot3(10,704000,707000,c(7,8))"		Two-Sided	532.5	36.522	68.8737	67.1433	0.7072	NCO
95	OM3	1500	OM	3	11	32124	33673	35505	35593	32898.75	35548.75	4:4ai_3:5_3:5a	2_nonsis	1833	2650	3468	3	1370_1052_228	                      486_758_0	2254_1346_457	32124_34159_35136_35505	33673_34378_35505_35593	34159_35136_35505_77827	34378_35505_35593_78581	259.6	289	0.9	9	3_5_1	23_1_23	3	31	1	0	1	1	2	2	1	34223.75	34223.75	NA	NA	"                      graph_bin_annot3(11,31000,36000,c(1,2,3,4))"		Two Chr	1734	259.6023	456.204	510.5042	9.571	NCO
96	OM3	1500	OM	3	11	77827	78581	81388	81532	78204	81460	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	2_nonsis	2808	3256	3704	8	616_574_418_39_262_425_240_682	                      58_98_108_0_0_0_27_583	1175_1049_729_78_524_850_452_781	77827_78639_79100_79796_79829_79874_80353_80751_81388	78581_79002_79688_79829_79874_80353_80724_80805_81532	78639_79100_79796_79829_79874_80353_80751_81388_88322	79002_79688_79829_79874_80353_80724_80805_81532_88618	1090.23	308	3.54	22	3_2_3_1_1_1_3_8	2_2_8_7_7_2_28_1	3	31	1	0	1	2	2	2	2	79832	79832	NA	NA	"                      graph_bin_annot3(11,76000,82000,c(1,2,7,8))"		Two Chr	1852	1090.2311	944.679	792.8383	7.9908	NCO
97	OM3	1500	OM	3	11	88322	88618	90412	90586	88470	90499	3:5_3:5a	1	1795	2029	2263	2	470_1559	                      0_1150	940_1968	88322_88618_90412	88618_89262_90586	88618_90412_141122	89262_90586_143878	265.03	188	1.41	14	1_13	2_12	2	12	1	0	1	1	1	1	1	89484.5	89484.5	NA	NA	"                      graph_bin_annot3(11,87000,91000,c(1,2))"		Two-Sided	1131.5	265.0313	213.2497	186.4172	2.4188	NCO
98	OM3	1500	OM	3	11	141122	143878	141122	143878	141811	143189	(4:4aCO)	2_nonsis	0	1378	2755	1	0	0	0	141122	143878	185334	185846	290.7	229	1.27	0	0	0	1	100	1	1	0	1	1	0	0	142500	142500	NA	NA	"                      graph_bin_annot3(11,140000,144000,c(3,4,5,6))"		No Strand Transfer	1377.5	290.6954	263.2152	303.13	4.6266	CO
99	OM3	1500	OM	3	11	185334	185846	185846	186668	185590	186257	(6:2)_(4:4aCO)	2_nonsis	1	667	1333	2	667	0	1334	185334_185846	185846_186668	185846_283904	186668_284248	54.29	111	0.49	1	1	78	1	15	1	1	0	1	2	1	0	185923.5	185923.5	NA	NA	"                      graph_bin_annot3(11,184000,187000,c(1,2,7,8))"		Full Conversion	666.5	54.2895	70.5703	55.5357	0.5456	CO
100	OM3	1500	OM	3	11	283904	284248	284656	284914	284076	284785	05:03	1	409	709	1009	1	709	408	1010	283904_284656	284248_284914	284656_328709	284914_329482	227.52	84	2.71	2	2	6	1	1	1	0	1	1	1	1	1	284430.5	284430.5	NA	NA	"                      graph_bin_annot3(11,282000,285000,c(5,6))"		One-Sided	504.5	227.5222	314.6988	326.2445	3.8906	NCO
101	OM3	1500	OM	3	11	328709	329482	329590	330549	329095.5	330069.5	5:3_6:2_5:3	1	109	974	1839	3	432_52_490	                      0_0_4	864_104_976	328709_329482_329573_329590	329482_329573_329586_330549	329482_329573_329590_355110	329573_329586_330549_355272	134.74	153	0.88	4	1_1_2	2_1_1	1	3	1	0	1	1	1	1	1	329582.5	329582.5	NA	NA	"                      graph_bin_annot3(11,327000,331000,c(1,2))"		One-Sided + patch	919.5	134.7366	135.0696	115.7741	0.88	NCO
102	OM3	1500	OM	3	11	355110	355272	355474	355535	355190.75	355504.75	(2:6)_(3:5)_(4:4aCO)	2_nonsis	203	314	424	3	252_62	                      140_0	364_123	355110_355412_355474	355272_355474_355535	355412_355474_369378	355474_355535_369689	385.46	35	10.92	4	3_1	34_2	1	10	1	1	0	1	1	0	0	355347.75	355347.75	NA	NA	"                      graph_bin_annot3(11,354000,356000,c(1,2,3,4))"		One-Sided Unidirectional	212	385.4552	222.452	279.084	7.3994	CO
103	OM3	1500	OM	3	11	369378	369689	369689	369878	369533.5	369783.5	03:05	1	1	250	499	1	250	0	500	369378_369689	369689_369878	369689_381058	369878_381640	671.22	42	16.15	1	1	1	1	2	1	0	1	1	1	1	1	369658.5	369658.5	NA	NA	"                      graph_bin_annot3(11,368000,370000,c(1,2))"		One-Sided	249.5	671.2151	583.9434	664.7528	19.7746	NCO
104	OM3	1500	OM	3	11	381058	381640	383538	383706	381349	383622	(5:3)_(4:4aCO)_(5:3)_(6:2)_(4:4CO)_(5:3a)_(4:4)	2_nonsis	1899	2273	2647	0	582_348_390_424_173_356	                      81_61_0_72_0_140	1082_636_779_776_346_573	381058_381721_382201_382357_383052_383133_383538	381640_382140_382357_382980_383133_383398_383706	381721_382201_382357_383052_383133_383538_477203	382140_382357_382980_383133_383398_383706_477776	535.99	220	2.43	12	3_2_1_2_1_3	156_2_2_1_56_5	0	3	2	0	2	2	2	2	2	382485.5	381917.25	383053.75	NA	"                      graph_bin_annot3(11,380000,384000,c(1,2,5,6))"	"Not dCO, 2 NCOs"	dNCO	1323.5	535.985	755.0962	840.7965	40.8736	NCO
105	OM3	1500	OM	3	11	477203	477776	479195	479521	477489.75	479357.75	(3:5)_(6:2)_(4:4aCO)	3	1420	1868	2317	0	996_872	                      0_0	1992_1745	477203_477776_479195	477776_479195_479521	477776_479195_526688	479195_479521_527413	965.86	193	5.01	2	1_1	2_256	0	2	2	1	1	2	2	1	1	478423.75	477956.75	478890.75	NA	"                      graph_bin_annot3(11,476000,480000,c(1,2,5,6,7,8))"		>2 Chr CO	1158.5	965.8588	658.2874	665.0758	12.9954	CO
106	OM3	1500	OM	3	11	526688	527413	527758	528174	527050.25	527966.25	5:3_4:4_5:3_6:2	1	346	916	1485	4	414_40_190_272	                      19_0_119_0	810_79_260_544	526688_527432_527498_527630_527758	527413_527498_527511_527758_528174	527432_527498_527630_527758_565093	527498_527511_527758_528174_565270	1962.32	124	15.87	11	3_1_6_1	8_8_8_7	1	7	1	0	1	1	1	1	1	527508.25	527508.25	NA	NA	"                      graph_bin_annot3(11,525000,529000,c(7,8))"		Full Conversion	742.5	1962.3172	1524.9659	1362.4545	38.525	NCO
107	OM3	1500	OM	3	11	565093	565270	565671	566185	565181.75	565927.75	03:05	1	402	746	1091	1	746	401	1092	565093_565671	565270_566185	565671_629129	566185_629639	103.15	91	1.14	3	3	2	1	2	1	0	1	1	1	1	1	565554.75	565554.75	NA	NA	"                      graph_bin_annot3(11,564000,567000,c(1,2))"		One-Sided	545.5	103.15	89.3043	79.3406	0.5896	NCO
108	OM3	1500	OM	3	11	629129	629639	632117	632654	629383.75	632385.75	(5:3)_(5:3a)_(4:4aCO)	2_nonsis	2479	3002	3524	3	856_2146	                      225_1502	1486_2790	629129_629864_632117	629639_630615_632654	629864_632117_658549	630615_632654_666816	1190.42	293	4.06	11	2_9	3_24	2	30	1	1	0	1	1	0	0	630884.75	630884.75	NA	NA	"                      graph_bin_annot3(11,628000,633000,c(1,2,3,4))"		Two-Sided Unidirectional	1762	1190.4198	641.102	542.7152	8.2646	CO
109	OM3	1500	OM	3	12	85799	85916	88557	89489	85857.25	89023.25	(5:3)_(4:4ai)_(4:4)_(6:2)_(4:4)_(3:5)_(6:2)_(4:4bCO)	3	2642	3166	3689	0	332_312_550_568_415_278_710	                      171_78_0_110_341_0_0	492_547_1101_1027_489_555_1420	85799_86087_86369_86634_87580_88002_88069_88557	85916_86291_86634_87470_87661_88069_88557_89489	86087_86369_86634_87580_88002_88069_88557_124013	86291_86634_87470_87661_88069_88557_89489_124317	2831.94	307	9.22	18	3_4_1_3_5_1_1	5_4_45_56_56_3_356	0	2	2	1	1	2	2	1	1	87440.25	86648.75	88231.75	NA	"                      graph_bin_annot3(12,84000,90000,c(1,2,3,4,5,6))"		>2 Chr CO	1844.5	2831.9356	1072.0903	947.3614	27.692	CO
110	OM3	1500	OM	3	12	124013	124317	124421	124596	124164.75	124508.75	05:03	1	105	344	582	1	344	104	583	124013_124421	124317_124596	124421_180421	124596_180545	81.43	48	1.68	2	2	8	1	1	1	0	1	1	1	1	1	124336.75	124336.75	NA	NA	"                      graph_bin_annot3(12,123000,125000,c(7,8))"		One-Sided	291	81.4342	88.823	72.2574	0.8442	NCO
111	OM3	1500	OM	3	12	180421	180545	180860	181518	180483	181189	(2:6)_(4:4)_(4:4aCO)	2_nonsis	316	706	1096	3	131_575	                      0_177	262_973	180421_180545_180860	180545_180683_181518	180545_180860_253274	180683_181518_253791	3.45	91	0.04	4	1_3	34_34	1	12	1	1	0	1	1	0	0	180836	180836	NA	NA	"                      graph_bin_annot3(12,179000,182000,c(3,4,7,8))"		One-Sided Unidirectional	548	3.4548	4.8539	2.3127	0	CO
112	OM3	1500	OM	3	12	253274	253791	253274	253791	253403.5	253661.5	(4:4aCO)	2_nonsis	0	258	516	1	0	0	0	253274	253791	258730	259051	1426.83	43	33.21	0	0	0	1	100	1	1	0	1	1	0	0	253532.5	253532.5	NA	NA	"                      graph_bin_annot3(12,252000,254000,c(1,2,5,6))"		No Strand Transfer	258	1426.8257	828.4542	1002.1113	36.214	CO
113	OM3	1500	OM	3	12	258730	259051	260496	260584	258890.25	260540.25	5:3_5:3a	1	1446	1650	1853	2	888_762	                      420_410	1356_1113	258730_259471_260496	259051_260086_260584	259471_260496_286350	260086_260584_286840	443.2	154	2.87	8	4_4	4_34	2	11	1	0	1	1	1	1	1	259715.25	259715.25	NA	NA	"                      graph_bin_annot3(12,257000,261000,c(3,4))"		Two-Sided	926.5	443.1994	905.9503	618.4965	33.291	NCO
114	OM3	1500	OM	3	12	286350	286840	286840	287319	286595.25	287079.25	03:05	1	1	484	968	1	484	0	969	286350_286840	286840_287319	286840_318011	287319_318672	122.4	81	1.52	1	1	8	1	2	1	0	1	1	1	1	1	286837.25	286837.25	NA	NA	"                      graph_bin_annot3(12,285000,288000,c(7,8))"		One-Sided	484	122.3981	163.2066	161.4923	0.8696	NCO
115	OM3	1500	OM	3	12	318011	318672	319960	320465	318341.5	320212.5	(4:4aCO)_(6:2)_(4:4a)	2_nonsis	1289	1871	2453	3	774_1096	                      0_400	1549_1793	318011_318672_319960	318672_319560_320465	318672_319960_415898	319560_320465_416026	402.73	204	1.97	4	1_3	1234_12	1	12	1	1	0	1	1	0	0	319277	319277	NA	NA	"                      graph_bin_annot3(12,317000,321000,c(1,2,3,4))"		One-Sided Unidirectional	1226.5	402.7291	488.2407	524.3387	8.5054	CO
116	OM3	1500	OM	3	12	415898	416026	417083	417137	415962	417110	3:5_3:5a	1	1058	1148	1238	2	935_213	                      850_165	1020_261	415898_416876_417083	416026_416918_417137	416876_417083_554168	416918_417137_554190	276.38	103	2.68	10	8_2	8_78	2	12	1	0	1	1	1	1	1	416536	416536	NA	NA	"                      graph_bin_annot3(12,414000,418000,c(7,8))"		Two-Sided	619	276.3827	269.3227	255.4736	5.6922	NCO
117	OM3	1500	OM	3	12	554168	554190	554937	555282	554179.25	555109.25	3:5_4:4_3:5a	1	748	930	1113	3	270_364_297	                      28_15_6	511_713_588	554168_554218_554694_554937	554190_554679_554931_555282	554218_554694_554937_567266	554679_554931_555282_568114	156.45	93	1.69	6	2_2_2	4_4_3	2	16	1	0	1	1	1	1	1	554644.25	554644.25	NA	NA	"                      graph_bin_annot3(12,553000,556000,c(3,4))"		Two-Sided	556.5	156.4524	159.6843	181.3189	5.6146	NCO
118	OM3	1500	OM	3	12	567266	568114	568917	569539	567690	569228	(6:2)_(4:4)_(4:4aCO)	2_nonsis	804	1538	2272	3	808_730	                      335_371	1280_1090	567266_568449_568917	568114_568546_569539	568449_568917_624838	568546_569539_625064	908.61	189	4.8	5	2_3	12_12	1	12	1	1	0	1	1	0	0	568459	568459	NA	NA	"                      graph_bin_annot3(12,566000,570000,c(1,2,3,4))"		One-Sided Unidirectional	1136	908.6081	1124.8503	908.1005	47.505	CO
119	OM3	1500	OM	3	12	624838	625064	625064	627007	624951.25	626035.25	05:03	1	1	1084	2168	1	1084	0	2169	624838_625064	625064_627007	625064_810333	627007_811301	204.82	181	1.13	1	1	3	1	1	1	0	1	1	1	1	1	625493.25	625493.25	NA	NA	"                      graph_bin_annot3(12,623000,628000,c(3,4))"		One-Sided	1084	204.8193	381.9874	308.9092	4.6146	NCO
120	OM3	1500	OM	3	12	810333	811301	810333	811301	810575	811059	(4:4aCO)	2_nonsis	0	484	967	1	0	0	0	810333	811301	815561	816037	1.97	81	0.02	0	0	0	1	100	1	1	0	1	1	0	0	810817	810817	NA	NA	"                      graph_bin_annot3(12,809000,812000,c(5,6,7,8))"		No Strand Transfer	483.5	1.9742	3.4161	2.6366	0	CO
121	OM3	1500	OM	3	12	815561	816037	820606	821384	815799	820995	6:2_5:3_6:2_4:4_3:5	2_nonsis	4570	5196	5822	5	2221_803_352_1044_775	                      1426_0_0_552_0	3016_1606_705_1537_1550	815561_817463_818577_819069_819834_820606	816037_818577_819069_819282_820606_821384	817463_818577_819069_819834_820606_835692	818577_819069_819282_820606_821384_835791	207.29	485	0.43	17	7_1_1_7_1	78_5_5_78_6	3	30	1	0	1	2	2	2	2	818397	818397	NA	NA	"                      graph_bin_annot3(12,814000,822000,c(5,6,7,8))"		Two Chr	2911	207.287	235.0747	228.6126	1.037	NCO
122	OM3	1500	OM	3	12	835692	835791	836343	837497	835741.75	836919.75	05:03	1	553	1178	1804	1	1178	552	1805	835692_836343	835791_837497	836343_892436	837497_930472	117.96	150	0.79	3	3	8	1	1	1	0	1	1	1	1	1	836330.75	836330.75	NA	NA	"                      graph_bin_annot3(12,834000,838000,c(7,8))"		One-Sided	902	117.9562	112.427	121.7564	0.3842	NCO
123	OM3	1500	OM	3	12	892436	930472	892436	930472	901945	920963	(4:4aCO)	2_nonsis	0	19018	38035	1	0	0	0	892436	930472	1012226	1013592	2327.54	3167	0.73	0	0	0	1	100	1	1	0	1	1	0	0	911454	911454	NA	NA	"                      graph_bin_annot3(12,891000,931000,c(5,6,7,8))"		No Strand Transfer	19017.5	2327.5372	2672.6551	2486.2252	36.0474	CO
124	OM3	1500	OM	3	12	1012226	1013592	1014017	1014198	1012909.25	1014107.25	(4:4aCO)_(6:2)_(4:4a)	2_nonsis	426	1198	1971	3	896_303	                      0_0	1791_606	1012226_1013592_1014017	1013592_1014017_1014198	1013592_1014017_1059350	1014017_1014198_1078177	922.43	164	5.62	2	1_1	1256_12	1	12	1	1	0	1	1	0	0	1013508.25	1013508.25	NA	NA	"                      graph_bin_annot3(12,1011000,1015000,c(1,2,5,6))"		One-Sided Unidirectional	985.5	922.4273	692.9809	926.1141	18.7914	CO
125	OM3	1500	OM	3	13	50955	51084	50955	51084	50987.5	51051.5	(4:4aCO)	2_nonsis	0	64	128	1	0	0	0	50955	51084	132751	132818	27.14	11	2.55	0	0	0	1	100	1	1	0	1	1	0	0	51019.5	51019.5	NA	NA	"                      graph_bin_annot3(13,49000,52000,c(1,2,7,8))"		No Strand Transfer	64	27.1447	75.8064	63.6663	1.8472	CO
126	OM3	1500	OM	3	13	132751	132818	134000	136477	132784.5	135238.5	(3:5)_(5:3)_(4:4aCO)	2_nonsis	1183	2454	3725	3	1144_1310	                      1040_0	1249_2619	132751_133858_134000	132818_134000_136477	133858_134000_228146	134000_136477_228182	133.26	310	0.43	12	11_1	6_12	3	20	1	1	0	2	2	1	1	134011.5	134011.5	NA	NA	"                      graph_bin_annot3(13,131000,137000,c(1,2,5,6))"		One-Sided Bidirectional	1862.5	133.2559	132.4944	120.649	1.0314	CO
127	OM3	1500	OM	3	13	228146	228182	228322	228901	228163.75	228611.75	03:05	1	141	448	754	1	448	140	755	228146_228322	228182_228901	228322_306097	228901_306566	83.9	63	1.34	4	4	1	1	2	1	0	1	1	1	1	1	228387.75	228387.75	NA	NA	"                      graph_bin_annot3(13,227000,229000,c(1,2))"		One-Sided	377	83.9019	114.3102	130.9637	0.5634	NCO
128	OM3	1500	OM	3	13	306097	306566	306778	307008	306331.25	306893.25	(4:4aCO)_(5:3)_(4:4a)	2_nonsis	213	562	910	3	344_218	                      24_17	664_418	306097_306590_306778	306566_306761_307008	306590_306778_346254	306761_307008_346559	315.87	76	4.17	6	2_4	1256_2	1	4	1	1	0	1	1	0	0	306612.25	306612.25	NA	NA	"                      graph_bin_annot3(13,305000,308000,c(1,2,5,6))"		One-Sided Unidirectional	455	315.8659	318.4955	450.3414	7.2208	CO
129	OM3	1500	OM	3	13	346254	346559	347796	349796	346406.25	348796.25	5:3_4:4_5:3a	1	1238	2390	3541	3	294_771_1324	                      0_539_234	588_1003_2415	346254_346559_347381_347796	346559_346842_347562_349796	346559_347381_347796_355571	346842_347562_349796_355643	730.93	295	2.48	8	1_2_5	1_1_2	2	15	1	0	1	1	1	1	1	347601.25	347601.25	NA	NA	"                      graph_bin_annot3(13,345000,350000,c(1,2))"		Two-Sided	1770.5	730.9335	612.556	743.3644	15.5926	NCO
130	OM3	1500	OM	3	13	355571	355643	363140	363478	355607	363309	3:5_2:6	1	7498	7702	7906	2	4351_3351	                      1281_148	7421_6554	355571_356924_363140	355643_362992_363478	356924_363140_485052	362992_363478_485130	27.14	658	0.04	13	8_5	6_5	1	8	1	0	1	1	1	1	1	359458	359458	NA	NA	"                      graph_bin_annot3(13,354000,364000,c(5,6))"		Full Conversion	3953	27.1447	43.6896	37.8625	0.1684	NCO
131	OM3	1500	OM	3	13	485052	485130	485305	485712	485090.75	485508.75	(2:6)_(3:5)_(4:4aCO)	2_nonsis	176	418	659	3	126_291	                      0_0	253_582	485052_485130_485305	485130_485305_485712	485130_485305_527316	485305_485712_527507	2.47	55	0.05	2	1_1	78_3	1	10	1	1	0	1	1	0	0	485299.75	485299.75	NA	NA	"                      graph_bin_annot3(13,484000,486000,c(3,4,7,8))"		One-Sided Unidirectional	329.5	2.4677	1.3988	0.7103	0	CO
132	OM3	1500	OM	3	13	527316	527507	527507	527901	527411.75	527703.75	05:03	1	1	292	584	1	292	0	585	527316_527507	527507_527901	527507_626104	527901_626185	113.02	49	2.32	1	1	1	1	1	1	0	1	1	1	1	1	527557.75	527557.75	NA	NA	"                      graph_bin_annot3(13,526000,528000,c(1,2))"		One-Sided	292	113.0208	121.1023	123.8678	0.6638	NCO
133	OM3	1500	OM	3	13	626104	626185	626430	627290	626144.25	626860.25	(6:2)_(4:4)_(6:2)_(4:4aCO)	2_nonsis	246	716	1185	4	78_158_480	                      32_115_13	123_200_948	626104_626217_626342_626430	626185_626227_626417_627290	626217_626342_626430_695196	626227_626417_627290_695300	27.64	99	0.28	6	2_2_2	78_78_78	1	12	1	1	0	1	1	0	0	626502.25	626502.25	NA	NA	"                      graph_bin_annot3(13,625000,628000,c(5,6,7,8))"		One-Sided Unidirectional	592.5	27.6383	54.6593	57.2423	0.404	CO
134	OM3	1500	OM	3	13	695196	695300	695300	695427	695247.75	695363.75	03:05	1	1	116	230	1	116	0	231	695196_695300	695300_695427	695300_759962	695427_760211	292.18	19	15.26	1	1	7	1	2	1	0	1	1	1	1	1	695305.75	695305.75	NA	NA	"                      graph_bin_annot3(13,694000,696000,c(7,8))"		One-Sided	115	292.176	205.5921	268.0336	1.5724	NCO
135	OM3	1500	OM	3	13	759962	760211	762993	763154	760086.5	763073.5	(5:3)_(6:2)_(5:3)_(4:4)_(3:5)_(2:6)_(3:5)_(5:3a)_(6:2)_(4:4aCO)_(5:3a)_(3:5)_(5:3a)_(4:4a)	2_nonsis	2783	2987	3191	14	180_278_309_1306_240_56_211_121_22_23_12_38_194	                      0_0_48_1081_10_0_90_5_0_0_0_0_78	360_557_570_1530_469_111_332_237_43_46_23_75_309	759962_760211_760322_760816_761973_762356_762442_762557_762779_762794_762822_762840_762845_762993	760211_760322_760768_760892_762346_762442_762467_762774_762794_762822_762840_762845_762915_763154	760211_760322_760816_761973_762356_762442_762557_762779_762794_762822_762840_762845_762993_880477	760322_760768_760892_762346_762442_762467_762774_762794_762822_762840_762845_762915_763154_880820	24.18	266	0.09	29	1_1_2_11_2_1_3_2_1_1_1_1_2	6_5_5_6_8_7_7_56_8_78_7_56_56	3	20	1	1	0	2	2	1	1	761580	761580	NA	NA	"                      graph_bin_annot3(13,758000,764000,c(5,6,7,8))"		Two-Sided Bidirectional	1595.5	24.1835	37.28	43.263	0.1032	CO
136	OM3	1500	OM	3	13	880477	880820	881086	882052	880648.75	881568.75	(4:4aCO)_(3:5)_(4:4a)	2_nonsis	267	920	1574	3	304_616	                      0_0	609_1232	880477_880820_881086	880820_881086_882052	880820_881086_917449	881086_882052_924431	210.74	131	1.61	2	1_1	5678_7	1	6	1	1	0	1	1	0	0	881108.75	881108.75	NA	NA	"                      graph_bin_annot3(13,879000,883000,c(5,6,7,8))"		One-Sided Unidirectional	787	210.7418	192.4575	230.9954	3.5826	CO
137	OM3	1500	OM	3	14	29547	32285	32426	34717	30915.75	33571.75	03:05	1	142	2656	5169	1	2656	141	5170	29547_32426	32285_34717	32426_109914	34717_110232	1330.09	430	3.09	2	2	7	1	2	1	0	1	1	1	1	1	32243.75	32243.75	NA	NA	"                      graph_bin_annot3(14,28000,35000,c(7,8))"		One-Sided	2584.5	1330.0918	815.3135	653.8392	31.7686	NCO
138	OM3	1500	OM	3	14	109914	110232	110961	111039	110073	111000	(3:5)_(5:3)_(4:4aCO)	2_nonsis	730	927	1124	3	841_86	                      635_0	1047_172	109914_110867_110961	110232_110961_111039	110867_110961_293347	110961_111039_294319	837.04	94	8.94	7	6_1	7_34	3	20	1	1	0	2	2	1	1	110536.5	110536.5	NA	NA	"                      graph_bin_annot3(14,108000,112000,c(3,4,7,8))"		One-Sided Bidirectional	562	837.0448	589.0549	642.8932	14.4576	CO
139	OM3	1500	OM	3	14	293347	294319	295803	295990	293832.75	295896.75	(4:4aCO)_(5:3)_(5:3a)_(4:4a)	2_nonsis	1485	2064	2642	4	1225_376_462	                      731_0_0	1719_753_924	293347_295050_295066_295803	294319_295066_295803_295990	295050_295066_295803_326722	295066_295803_295990_327569	188.04	220	0.85	9	7_1_1	3478_3_34	2	30	1	1	0	1	1	0	0	294864.75	294864.75	NA	NA	"                      graph_bin_annot3(14,292000,296000,c(3,4,7,8))"		Two-Sided Unidirectional	1321	188.0389	161.1944	121.9938	0.2648	CO
140	OM3	1500	OM	3	14	326722	327569	332884	333286	327145.25	333085.25	(2:6)_(3:5)_(4:4aCO)	2_nonsis	5316	5940	6563	3	4843_1096	                      4130_606	5556_1587	326722_331699_332884	327569_332278_333286	331699_332884_425816	332278_333286_427278	420.5	546	0.77	30	24_6	78_6	1	10	1	1	0	1	1	0	0	330115.25	330115.25	NA	NA	"                      graph_bin_annot3(14,325000,334000,c(5,6,7,8))"		One-Sided Unidirectional	3281.5	420.4965	288.3686	300.3915	2.3628	CO
141	OM3	1500	OM	3	14	425816	427278	427451	427715	426547	427583	(5:3)_(4:4aCO)	2_nonsis	174	1036	1898	2	1036	173	1899	425816_427451	427278_427715	427451_605054	427715_606035	3199.62	158	20.25	3	3	278	1	1	1	1	0	1	1	0	0	427065	427065	NA	NA	"                      graph_bin_annot3(14,424000,428000,c(1,2,7,8))"		One-Sided Unidirectional	949	3199.6233	2374.7495	2757.1508	154.7794	CO
